country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,SE.TER.ENRR,n_indicators_present,is_included,inclusion_rule
BLZ,Belize,Latin America & Caribbean ,Upper middle income,Blend,-0.47735327265474536,-1.9288942894800185,-0.854934612332911,1.5855453233195975,,-0.2489818447985241,-1.0249666491578826,6,True,>= 6/7 indicators non-missing after min-year rule
BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,0.16645503657322014,-0.7058263875819907,-0.20480844781224997,0.07280875400872268,0.4379232052344001,0.5279611450309181,0.06242783740215655,7,True,>= 6/7 indicators non-missing after min-year rule
BRB,Barbados,Latin America & Caribbean ,High income,IBRD,0.09973029348485486,-0.26136015130451523,1.1765923412531685,-0.39504527784050486,,0.533550168963474,-0.06678488981029221,6,True,>= 6/7 indicators non-missing after min-year rule
BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,1.0800525943521486,0.1868915435891249,-0.3765300524551579,0.593901430468799,,-0.18462018983888165,-0.8808167757902073,6,True,>= 6/7 indicators non-missing after min-year rule
BTN,Bhutan,South Asia,Lower middle income,IDA,0.1621752960199857,-0.8736600455111463,-1.3840601691650531,-0.5532391993931195,,-0.12508954598173327,-1.355390143430939,6,True,>= 6/7 indicators non-missing after min-year rule
CAN,Canada,North America,High income,Not classified,0.9266909419322951,-1.1360166693309561,1.3757532687789111,1.0255882813514339,,0.7230020545445307,0.781897365650833,6,True,>= 6/7 indicators non-missing after min-year rule
CHE,Switzerland,Europe & Central Asia,High income,Not classified,0.9697852740940842,0.18267278808817608,1.7926954054539388,1.4436823429271246,,0.4733133962508958,0.5563261522760476,6,True,>= 6/7 indicators non-missing after min-year rule
CHL,Chile,Latin America & Caribbean ,High income,IBRD,0.682653416670185,0.44466392919792014,-0.06532649125527464,0.5478494323487727,,0.5127226052437749,1.4357610717852225,6,True,>= 6/7 indicators non-missing after min-year rule
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,Blend,-1.7625307149848284,0.7376854089923156,-1.3741575824537204,-1.5626183102559352,,-1.6771517718047901,-1.526451936443902,6,True,>= 6/7 indicators non-missing after min-year rule
COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,-0.23471663200334467,0.7018366947355137,-0.3826418209702255,-0.55423408102015,0.5169997143473419,0.37752887507108424,0.14608913226224074,7,True,>= 6/7 indicators non-missing after min-year rule
CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified,-0.3022017737357024,-2.2027621910000508,-1.2987068179361063,-1.3736488911973295,,0.3493930439608993,-0.24759879607034452,6,True,>= 6/7 indicators non-missing after min-year rule
CYP,Cyprus,Europe & Central Asia,High income,Not classified,0.6875279621702222,0.7858548880454607,1.1231205919519214,0.9296292935479241,,0.38284231198040536,1.3619734056205854,6,True,>= 6/7 indicators non-missing after min-year rule
CZE,Czechia,Europe & Central Asia,High income,Not classified,0.38722379231640996,0.1390861195792094,1.0183614488236914,1.2272383855678235,,0.35724619949937225,0.5329715811646911,6,True,>= 6/7 indicators non-missing after min-year rule
DEU,Germany,Europe & Central Asia,High income,Not classified,0.7482960905993269,0.2453830538679454,1.536100731110618,1.3675267733556125,,0.3505965790732934,0.7170776726158518,6,True,>= 6/7 indicators non-missing after min-year rule
DNK,Denmark,Europe & Central Asia,High income,Not classified,1.1346414131499096,0.1642558859012885,1.6272432745345005,1.5855453233195975,,1.6162573435077447,1.0511113275298427,6,True,>= 6/7 indicators non-missing after min-year rule
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD,0.3187574603438068,-1.2704850394648672,-0.790513556417833,-1.1425386604364793,0.4002873725586494,-0.6118038754855317,0.12188731872040082,7,True,>= 6/7 indicators non-missing after min-year rule
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,-0.4109739922794832,-0.9800711931467784,-0.5235694086042143,-0.6888953482173417,0.4766555592876089,0.05747609933686756,-0.018863621437872263,7,True,>= 6/7 indicators non-missing after min-year rule
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-0.46671816020591445,-1.1648755267577577,-0.85396721538348,-1.6201665382525419,,-0.601512238632469,-0.6195695799092299,6,True,>= 6/7 indicators non-missing after min-year rule
ESP,Spain,Europe & Central Asia,High income,Not classified,0.8469823206211641,-0.0839011635657479,0.9101051235302073,0.7812021217623244,0.7527257741870718,1.114960578191257,1.4023248174424587,7,True,>= 6/7 indicators non-missing after min-year rule
EST,Estonia,Europe & Central Asia,High income,Not classified,0.7777908024574196,0.969831174891449,1.0312213402035169,1.3198263355070665,,0.8520414930920668,0.6749663231704843,6,True,>= 6/7 indicators non-missing after min-year rule
FIN,Finland,Europe & Central Asia,High income,Not classified,0.828425357968837,0.30242548230802974,0.8483676845780946,1.3129733762590439,,2.164182056875683,1.5880213084925272,6,True,>= 6/7 indicators non-missing after min-year rule
FJI,Fiji,East Asia & Pacific,Upper middle income,Blend,-0.25312608302886597,-0.36443055854345585,-1.2731458609218644,-0.9461657134051115,,-0.0011523140413159773,0.8503029787720928,6,True,>= 6/7 indicators non-missing after min-year rule
FRA,France,Europe & Central Asia,High income,Not classified,0.4958437407938096,-0.3226284735797301,1.77110639245119,0.9811649506215809,,0.48881819346457694,0.5621894875698383,6,True,>= 6/7 indicators non-missing after min-year rule
GBR,United Kingdom,Europe & Central Asia,High income,Not classified,0.9622098382916056,-0.06503454632545937,1.3667945062384907,1.015008364475333,,0.98601046556962,0.6109160069839074,6,True,>= 6/7 indicators non-missing after min-year rule
GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD,-0.0967523383584037,0.8422405897408963,0.3283458269064098,0.09329666306985962,0.8127377598833895,0.6643591489969103,0.6989914114864719,7,True,>= 6/7 indicators non-missing after min-year rule
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,-0.988471542662059,0.24154263007858653,-1.4168375090088934,-1.5679018907868967,,-0.845132634611702,-1.252053643975263,6,True,>= 6/7 indicators non-missing after min-year rule
GRC,Greece,Europe & Central Asia,High income,Not classified,0.17390960801050795,-0.3851602810049755,1.3263846216541446,0.4648237133202626,,0.5215495285718268,2.2827827098885836,6,True,>= 6/7 indicators non-missing after min-year rule
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified,0.8940927757837649,2.8496652964261937,1.2100410626035119,1.2820598745383303,,0.4781750709040091,1.3091579018943502,6,True,>= 6/7 indicators non-missing after min-year rule
HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,-1.3361564470462985,-1.6469407968332075,-1.1626061302162096,-1.2575657886663234,0.021595390930643808,-1.5260671666318464,,6,True,>= 6/7 indicators non-missing after min-year rule
HRV,Croatia,Europe & Central Asia,High income,IBRD,0.25318996975994096,-0.32501267719617266,0.4621337954126794,0.8472736250630907,,0.5398096666791032,0.8108414071300174,6,True,>= 6/7 indicators non-missing after min-year rule
HUN,Hungary,Europe & Central Asia,High income,Not classified,0.4718878526003432,-0.5552096778639022,0.8990491583938518,0.9805416278550318,,0.3990717740388883,0.03992357139612193,6,True,>= 6/7 indicators non-missing after min-year rule
IDN,Indonesia,East Asia & Pacific,Upper middle income,IBRD,-0.9469846113885094,0.18188043299408915,-1.1582796123278274,-0.13304312939408533,,0.1340896022461426,-0.5160844283808032,6,True,>= 6/7 indicators non-missing after min-year rule
IND,India,South Asia,Lower middle income,IBRD,-1.744242604168455,-1.356873159722895,-1.3196119021846309,-0.6777160629929504,-0.8287644439861268,-0.6292107195925452,-0.8310308821568407,7,True,>= 6/7 indicators non-missing after min-year rule
IRL,Ireland,Europe & Central Asia,High income,Not classified,0.852975099421191,-0.5240794025007179,0.668186717221371,1.4098329169037127,,2.0097543242678952,0.8258762483490499,6,True,>= 6/7 indicators non-missing after min-year rule
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,0.061493376440635676,0.6988385943795087,-0.6578087736850577,0.0002222605959140616,0.010950578454142873,,0.14780238155441114,6,True,>= 6/7 indicators non-missing after min-year rule
ISL,Iceland,Europe & Central Asia,High income,Not classified,1.219372091587885,-0.1354113830155845,1.2200345926516896,1.2795449985879834,,0.8674737047200414,0.8510323788868502,6,True,>= 6/7 indicators non-missing after min-year rule
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.6983438953228824,0.632773311534686,0.5766568276715904,0.569503604487295,,0.15361220208148546,0.1394581634416322,6,True,>= 6/7 indicators non-missing after min-year rule
ITA,Italy,Europe & Central Asia,High income,Not classified,0.03071769264910857,0.4270179671025774,0.6394802191552401,0.7758153176699686,,0.3763939726406895,0.5511969188078714,6,True,>= 6/7 indicators non-missing after min-year rule
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.19781696012031538,-1.7732778905015822,-1.0594839394836062,-1.1743798485581476,,-0.12432796915482383,-0.7993866287985145,6,True,>= 6/7 indicators non-missing after min-year rule
JPN,Japan,East Asia & Pacific,High income,Not classified,0.6672969804756124,1.2058030879115795,0.9660323705938451,0.800111562584202,,0.4123016053382523,0.33843217306962264,6,True,>= 6/7 indicators non-missing after min-year rule
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,0.5760415296931914,0.3088642597392591,-0.4990891334474385,0.06891502540845845,,0.06992365226055301,0.1525540586322488,6,True,>= 6/7 indicators non-missing after min-year rule
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,-0.10278032961128093,-0.05120759301693242,-1.128273291333503,-0.7277891286278884,,-0.04802035535618101,-0.2520532055014409,6,True,>= 6/7 indicators non-missing after min-year rule
KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA,-0.8560049121794254,0.02426601427840138,-1.32176845174057,-1.0918844332517683,-0.4654866528822071,-1.7668368267586312,-1.418666028647759,7,True,>= 6/7 indicators non-missing after min-year rule
KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,1.0850089850128664,0.6008863727483198,1.5492262312624878,0.2916705427370589,,0.22360799761706954,1.574580843824774,6,True,>= 6/7 indicators non-missing after min-year rule
LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA,-1.0219623920747505,-2.112560058789134,-1.3316616038069788,-1.292694789761544,,-1.340566020732134,-1.4277751024689112,6,True,>= 6/7 indicators non-missing after min-year rule
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.385291865849195,-1.6510496219877706,-0.9260000722706424,-0.8765423445137631,,-1.1921454189645415,-0.020561789843051646,6,True,>= 6/7 indicators non-missing after min-year rule
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend,-0.5495216706162485,-0.9860352713549736,-0.45232262226129677,-0.7250190804504594,,-0.1998104058327561,-1.3378877147675319,6,True,>= 6/7 indicators non-missing after min-year rule
LIE,Liechtenstein,Europe & Central Asia,High income,Not classified,0.9990929792769023,0.1720723618294445,1.7636375291164574,1.140895123078811,,1.065229725376915,-0.40532157976746086,6,True,>= 6/7 indicators non-missing after min-year rule
LKA,Sri Lanka,South Asia,Lower middle income,IDA,-1.7147398029630856,0.5642881334025162,-0.8519007238018121,-0.7132864723227328,0.3065907147822803,-0.07226313419536534,-1.1868609004766855,7,True,>= 6/7 indicators non-missing after min-year rule
LTU,Lithuania,Europe & Central Asia,High income,Not classified,0.4720191855325977,0.4627381913441207,0.5263281155062048,1.0679972169877112,,0.5499625175842984,0.6409535196907636,6,True,>= 6/7 indicators non-missing after min-year rule
LUX,Luxembourg,Europe & Central Asia,High income,Not classified,1.1432418168367187,0.5000930941131063,1.1603888227794277,1.1092283913557688,,0.6108865044201326,-1.1878505365548309,6,True,>= 6/7 indicators non-missing after min-year rule
LVA,Latvia,Europe & Central Asia,High income,Not classified,0.6795413971885136,-0.3512175019744914,0.3820126326496265,0.7694461451216456,,0.5932105578682668,1.4306065056751984,6,True,>= 6/7 indicators non-missing after min-year rule
MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified,0.6161742090638607,2.8496652964261937,0.6191666816099135,0.21362451406018787,,-0.1228650502801578,1.371110355446276,6,True,>= 6/7 indicators non-missing after min-year rule
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.39645802015453224,0.4782783448560801,-1.0582250645744367,-0.68382074920465,,-0.5340084764843024,-0.46891913988522776,6,True,>= 6/7 indicators non-missing after min-year rule
MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD,-0.49396974364862467,0.04615928521141823,0.16916455308946132,0.29704114508723206,,0.14783383035200354,0.18826149996106473,6,True,>= 6/7 indicators non-missing after min-year rule
MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA,-2.937247263734959,-2.4574807972462285,-1.4318148501200063,-2.0804157792172977,,-2.563661613799637,-1.7144689441225178,6,True,>= 6/7 indicators non-missing after min-year rule
MDV,Maldives,South Asia,Upper middle income,IDA,0.2276476178123627,1.1759006060275203,-0.5284762539919339,-0.3863021031350709,,-0.8539309510518189,-0.7986246249283135,6,True,>= 6/7 indicators non-missing after min-year rule
MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,-0.16536523026989955,-0.7662431065894166,-0.22943259438721672,-0.8253815706653338,0.524990543264198,0.39761311475260736,-0.3210618080535501,7,True,>= 6/7 indicators non-missing after min-year rule
MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD,0.37545331618512146,-0.5933112503882167,0.3120496220382578,-0.32892852785187987,,-0.3551741782013196,-0.275407538828937,6,True,>= 6/7 indicators non-missing after min-year rule
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.6080258571366212,0.2096342762896768,1.4176599694640497,0.5126213833841418,,0.4593802721615885,0.4498725892354477,6,True,>= 6/7 indicators non-missing after min-year rule
MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,0.22486107559758162,2.4288424364728827,0.6141256484571503,-0.45917291424275253,,-0.03404760692395251,0.15043144670851538,6,True,>= 6/7 indicators non-missing after min-year rule
MNG,Mongolia,East Asia & Pacific,Upper middle income,IBRD,-0.4275676227634051,0.5939336352560602,-0.7039248200554944,-0.14405248224033015,0.7258259362966439,0.02089491553865217,0.48262474505091796,7,True,>= 6/7 indicators non-missing after min-year rule
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,-2.1855969157312205,-0.1295865023239177,-1.414635764460336,-2.0144694275062918,,-2.454362683780476,-1.7033697467898736,6,True,>= 6/7 indicators non-missing after min-year rule
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,-0.3260244256210853,1.133534592663499,0.25252282276180743,-0.014673930989235731,,-0.07055584065606728,-0.37683520349358696,6,True,>= 6/7 indicators non-missing after min-year rule
MWI,Malawi,Sub-Saharan Africa ,Low income,IDA,-2.8659529911232773,-2.4781755418702622,-1.434640364419299,-1.8918494778353268,,-2.4082823662846446,-1.7323970989731732,6,True,>= 6/7 indicators non-missing after min-year rule
MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,0.7582716833231433,0.46103926780905163,-0.746932690441401,0.37302926220924115,0.503905080662535,-0.7635512366890005,-0.48434280487077097,7,True,>= 6/7 indicators non-missing after min-year rule
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,IBRD,-0.9283458035755012,-0.560256480129844,-1.2399408909550325,-0.9808135330931096,,-0.5115264989955758,-0.9894672783413109,6,True,>= 6/7 indicators non-missing after min-year rule
NLD,Netherlands,Europe & Central Asia,High income,Not classified,0.8724114217068717,0.024066140921334345,1.5243848941812137,1.5259789941298687,,1.5214078993537499,1.1693889420124448,6,True,>= 6/7 indicators non-missing after min-year rule
NOR,Norway,Europe & Central Asia,High income,Not classified,1.1199720956298838,-0.40918791385810044,1.5875845647585933,1.005744319079982,,1.139971506606618,1.3068762715695517,6,True,>= 6/7 indicators non-missing after min-year rule
NPL,Nepal,South Asia,Lower middle income,IDA,-1.6125551681661332,0.4852667740192447,-1.162793578073564,-0.9225945000585758,,-0.41520082347055015,-1.4007036397253763,6,True,>= 6/7 indicators non-missing after min-year rule
NZL,New Zealand,East Asia & Pacific,High income,Not classified,0.9230478805941188,0.002008688302154942,0.9682789781240555,0.7433598383849818,,1.0151191381264622,0.8863445562176131,6,True,>= 6/7 indicators non-missing after min-year rule
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.8761163427595161,0.6273553158913349,-0.70222630729343,-0.9322310642588074,0.5999490483570231,0.19075561078270478,-0.2780265291908152,7,True,>= 6/7 indicators non-missing after min-year rule
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,-2.5928727105938525,-1.6447314824041994,-1.3645603074923371,-1.3342741131210414,-1.9914493859591453,-2.334482350482128,-1.5205676400410162,7,True,>= 6/7 indicators non-missing after min-year rule
PAN,Panama,Latin America & Caribbean ,High income,IBRD,-0.18308470755712916,0.817641890153295,-0.4614902750338981,-0.14080582034375833,0.5441102648701527,,-0.055363298952794245,6,True,>= 6/7 indicators non-missing after min-year rule
PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,-0.8223173012903313,0.6903154233674377,-0.991066439914572,-1.228633408322555,,-0.2952944864223804,-0.7500975780209669,6,True,>= 6/7 indicators non-missing after min-year rule
POL,Poland,Europe & Central Asia,High income,IBRD,0.41933183918877526,0.35384290341351377,0.0772819018893089,0.8673989742527501,,0.7544392224038605,0.6678735103256336,6,True,>= 6/7 indicators non-missing after min-year rule
PRT,Portugal,Europe & Central Asia,High income,Not classified,0.24418795377305108,-0.11221179692745148,1.3219467417545667,0.8045372728962616,,1.140531745580412,0.5718100622407973,6,True,>= 6/7 indicators non-missing after min-year rule
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD,-0.08251508715173594,-0.008441832938777,-0.8609025094297876,-0.6593210690052564,0.41858236743034993,-0.37832880168443955,,6,True,>= 6/7 indicators non-missing after min-year rule
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Not classified,0.11840145868696922,-1.361775767638381,-0.90997013327957,-0.6194978937118915,0.660064196045761,-0.11737488201021228,-0.28100582018895176,7,True,>= 6/7 indicators non-missing after min-year rule
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,1.221142583234098,0.8267218512314806,-0.6898512902604883,-0.6631939577499656,,0.4070220334977432,-0.986811623353738,6,True,>= 6/7 indicators non-missing after min-year rule
ROU,Romania,Europe & Central Asia,High income,IBRD,0.21385385317403047,-0.10053348220739454,0.5979345803945993,0.7882677454286493,,-0.31464998315115383,0.03261050076418584,6,True,>= 6/7 indicators non-missing after min-year rule
RUS,Russian Federation,Europe & Central Asia,High income,IBRD,0.5492838722783058,1.5590721081933125,0.16354388412687176,0.5986721720773885,,0.09788956951604454,0.4409042179634962,6,True,>= 6/7 indicators non-missing after min-year rule
RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,-2.373431559491926,-1.4692212598968346,-1.4273006741006582,-1.3431301788747638,-0.6923996383246382,-2.1499603742158513,-1.6551852098925155,7,True,>= 6/7 indicators non-missing after min-year rule
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,1.1180468309780731,0.737014405579305,0.5787899981220737,-0.9044153599599604,,0.6624318544450869,0.7064603374131004,6,True,>= 6/7 indicators non-missing after min-year rule
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,-1.1508551965150147,-0.30023551925404596,-1.3641984985431677,-1.7188387271761818,,-2.082714590966253,-1.4152558398518287,6,True,>= 6/7 indicators non-missing after min-year rule
SGP,Singapore,East Asia & Pacific,High income,Not classified,0.8810841536752119,1.3569430375251323,0.42804456957558223,1.532324112999284,0.6515447126881352,0.47310400832609817,1.43786990069744,7,True,>= 6/7 indicators non-missing after min-year rule
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,IBRD,-0.887368025336415,1.6845354697579373,-0.7929716826003643,-1.1552662068405437,0.10932786937608209,-1.1944026805476498,-0.8382988558510901,7,True,>= 6/7 indicators non-missing after min-year rule
SMR,San Marino,Europe & Central Asia,High income,Not classified,0.20221137906729394,-0.22205648330412722,0.8511856276440051,1.1944458588405065,,-1.3790721534116532,-0.03316951881030322,6,True,>= 6/7 indicators non-missing after min-year rule
SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,0.23252692175197384,0.11177485300284051,0.31418694262580377,0.48456081146581564,,0.010762644552972938,0.5370416378095892,6,True,>= 6/7 indicators non-missing after min-year rule
SUR,Suriname,Latin America & Caribbean ,Upper middle income,Blend,-0.2689307642313486,0.7126869626905792,-0.32583751160723223,0.08617696845373077,,-0.8747546772491405,-1.6909460538838734,6,True,>= 6/7 indicators non-missing after min-year rule
SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,0.5881450965946897,0.5079309850438054,0.7006145048541682,0.8637552682157535,,-0.06660042251411404,-0.13748574084442475,6,True,>= 6/7 indicators non-missing after min-year rule
SVN,Slovenia,Europe & Central Asia,High income,Not classified,0.5515945705356444,0.059279543436030105,0.6954683348958044,1.1107434865681232,,0.7497144764299218,0.9093996573671571,6,True,>= 6/7 indicators non-missing after min-year rule
SWE,Sweden,Europe & Central Asia,High income,Not classified,0.9378237871606115,0.25886736713578684,1.3254923421855578,0.955268645609869,,1.9694846088555247,0.9326818261537464,6,True,>= 6/7 indicators non-missing after min-year rule
SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,0.338603960120803,1.3066820265569634,0.39394704346435877,1.421961875007345,,0.22747718268238443,-0.8495739215888556,6,True,>= 6/7 indicators non-missing after min-year rule
THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,0.04895298478620486,1.8627725359224296,-0.3620239400402646,-0.15230813792387807,0.292831757354944,-0.41169660203516606,-0.3310291487414465,7,True,>= 6/7 indicators non-missing after min-year rule
TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,-1.4458860636324535,-0.13242042099376067,-1.434858154620412,-1.3575378586557671,,-0.08486027184486616,-0.6039458020750358,6,True,>= 6/7 indicators non-missing after min-year rule
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-0.29598154152401907,0.2363673377973877,-0.6620345815807066,-0.7205254862847438,-0.4315175974332181,,-0.7251090966650119,6,True,>= 6/7 indicators non-missing after min-year rule
TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,0.17242782992703348,-0.8162942505326646,-0.1285247784536328,0.35264698691990354,,0.8832927968581907,2.2827827098885836,6,True,>= 6/7 indicators non-missing after min-year rule
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,-2.649816005293037,-1.3078813445721025,-1.310376602177899,-1.6417766254567212,,-2.6661390692897906,-1.7323970989731732,6,True,>= 6/7 indicators non-missing after min-year rule
UKR,Ukraine,Europe & Central Asia,Upper middle income,IBRD,0.0018358678082004397,0.28867705067549193,-0.2855535145138037,0.42879602235416325,,-0.35281054268446227,0.9865230931625908,6,True,>= 6/7 indicators non-missing after min-year rule
URY,Uruguay,Latin America & Caribbean ,High income,IBRD,0.548649096439078,0.5273329773476647,0.7178652412468554,-0.025212512498601423,0.7468054403418823,1.133351664459769,0.5132532110741671,7,True,>= 6/7 indicators non-missing after min-year rule
USA,United States,North America,High income,Not classified,0.7834990265708957,-0.5307251916231961,1.0108939688679797,1.5001603908696814,,0.291590320615504,1.1503962704758435,6,True,>= 6/7 indicators non-missing after min-year rule
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend,-0.11635520602918997,-0.8728598382494603,-0.238431474919248,-0.637587705918546,0.8214816015879847,0.09507032779956638,-1.2432509053200331,7,True,>= 6/7 indicators non-missing after min-year rule
