country_iso3,country_name,region,income_group,lending_type,year,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.SEC.ENRR,SE.TER.ENRR,IT.NET.USER.ZS_z,IT.CEL.SETS.P2_z,IT.NET.BBND.P2_z,IT.NET.SECR.P6_z,SE.SEC.ENRR_z,SE.TER.ENRR_z,pillar_access_adoption,pillar_infra_capacity,pillar_human_capital,n_pillars_available,dii_core_z,dii_core_0_100
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,2020,17.0485,58.0461,0.0680079,3.579662004528042,,10.85435962677,-1.5003624108542322,-1.265587849594461,-1.022109501190029,-0.823865530841793,,-1.3323166186684743,-1.3829751302243465,-0.922987516015911,-1.3323166186684743,3,-1.2127597549695772,18.235427644078023
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,2021,16.5143,56.6945,0.0664243,3.6919895382010104,,,-1.5193899924307313,-1.2999490853085702,-1.0222151561073114,-0.7863873306248905,,,-1.4096695388696507,-0.904301243366101,,2,-1.1569853911178758,19.972300007463105
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,2022,17.1917,56.2655,0.0796302,3.6308076074301296,,,-1.4952617937038115,-1.3108553964371235,-1.0213340824320525,-0.8068007464287447,,,-1.4030585950704675,-0.9140674144303986,,2,-1.158563004750433,19.923171459340644
AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,2015,22.0,49.3097,0.545394,2.20405783724758,,8.78320868033121,-1.3239957500978952,-1.4876901725396687,-0.9902591671995815,-1.282837313758712,,-1.4031604818670436,-1.405842961318782,-1.1365482404791467,-1.4031604818670436,3,-1.315183894554991,15.045832190108994
AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,2016,23.2,44.5502,0.290319,2.2218029591404855,54.4167987304753,9.78287696232453,-1.2812531482787286,-1.60868921173862,-1.0072773081605633,-1.2769166351020265,-1.4110095588733458,-1.368966758258798,-1.4449711800086744,-1.142096971631295,-1.389988158566072,3,-1.3256854367353472,14.718803119289264
AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,2017,26.0,44.0682,0.320554,2.4553032406418276,,,-1.1815204107006725,-1.620942922610328,-1.0052600838463213,-1.1990090196255874,,,-1.4012316666555003,-1.1021345517359542,,2,-1.2516831091957272,17.023313447215052
AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,2018,29.0,42.4589,0.350067,2.4868519382674763,,,-1.0746639061527556,-1.661855571792568,-1.0032910300614288,-1.188482763350443,,,-1.3682597389726618,-1.0958868967059359,,2,-1.2320733178392989,17.63398297899653
AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,2019,32.1294,45.8065,0.36777,2.7399495435582697,,,-0.9631983243753386,-1.5767507532985228,-1.0021099180377797,-1.1040364800987914,,,-1.2699745388369306,-1.0530731990682856,,2,-1.161523868952608,19.830967033340055
AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,2020,36.6347,43.7804,0.363264,3.0315951439624493,,,-0.8027247877287617,-1.6282595574420242,-1.0024105501780138,-1.0067286175746366,,,-1.2154921725853929,-1.0045695838763251,,2,-1.110030878230859,21.43451293357576
AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,2021,39.3876,44.3869,0.390925,3.3024185559495436,53.1351542727131,,-0.7046696972721083,-1.612840728305736,-1.0005650584711758,-0.916368100202042,-1.4610674716710947,,-1.1587552127889222,-0.958466579336609,-1.4610674716710947,3,-1.1927630879322086,18.85814489154618
AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,2022,42.0719,66.6008,0.386698,3.6253293151759487,,,-0.6090580588861171,-1.0481048197309737,-1.00084707623788,-0.8086285844238943,,,-0.8285814393085453,-0.9047378303308872,,2,-0.8666596348197162,29.01334947301902
ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,2015,56.9,117.33,8.37878,4.2921978047507485,102.440729325166,61.9608485481051,-0.08089841385712801,0.24156520008863552,-0.46762987326728,-0.586127208729199,0.46468827242037414,0.41578441468576516,0.08033339311575376,-0.5268785409982395,0.4402363435530696,3,-0.0021029347764720354,55.93655460140366
ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,2016,59.6,116.284,9.19224,5.047785744690163,99.170755047578,58.4884791901189,0.015272440235997357,0.21497312213882946,-0.4133572987455892,-0.33402449474126605,0.33697103676502865,0.2970117775706132,0.11512278118741341,-0.3736908967434276,0.3169914071678209,3,0.01947443053726892,56.60849645604764
ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,2017,62.4,125.1,10.4757,6.177297526512636,97.5743697537481,58.0177836674929,0.11500517781405308,0.4390990869624352,-0.32772717741742385,0.04283830391804531,0.27462011303874445,0.28091160424889966,0.27705213238824417,-0.14244443674968926,0.2777658586438221,3,0.137457851427459,60.28262429776842
ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,2018,65.4,93.8031,12.5058,6.361786059501316,98.822387862215,56.0802964109938,0.2218616823619703,-0.35655063042503243,-0.19228259066886258,0.10439309775160993,0.3233646624847959,0.214639716927311,-0.06734447403153107,-0.043944746458626324,0.26900218970605344,3,0.05257098973863202,57.63915812621624
ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,2019,68.5504,91.1635,15.1193,6.749778757214292,99.01515356567,61.4085141527142,0.3340752596712225,-0.4236562221614652,-0.01791461496945625,0.23384727102597944,0.33089362163997055,0.39689177800266,-0.04479048124512136,0.10796632802826159,0.3638926998213153,3,0.14235618220148516,60.43516347097614
ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,2020,72.2377,91.1881,17.7209,6.901824482203387,95.9294474518951,61.5853024328899,0.4654125894110675,-0.42303082529954794,0.155659414332084,0.28457748771404245,0.21037345192572318,0.4029388335093638,0.02119088205575978,0.2201184510230632,0.3066561427175435,3,0.1826551585987888,61.69011598936419
ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,2021,79.3237,92.4843,19.6304,7.018195240970249,97.665033031442,59.9698690125562,0.7178076531532472,-0.3900780036565854,0.28305778800647335,0.3234047142527737,0.27816119997691385,0.3476828202123633,0.16386482474833092,0.3032312511296235,0.3129220100946386,3,0.26000602865753103,64.09890345390686
ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,2022,82.6137,98.395,20.6989,7.135426477169919,97.3224714726407,62.647921513098,0.8349936198074626,-0.23981242513084963,0.3543461683526815,0.3625190399955418,0.26478157933838126,0.4392857935799909,0.29759059733830645,0.35843260417411166,0.3520336864591861,3,0.3360189626572014,66.46602618209938
AND,Andorra,Europe & Central Asia,High income,Not classified,2015,87.9,98.8389,42.5278,7.691727134937267,91.2962188720703,13.8206896551724,1.0232854664713475,-0.22852731671601315,1.8107307502332137,0.5481293418588375,0.02941082159853693,-1.2308530922677159,0.3973790748776672,1.1794300460460256,-0.6007211353345895,3,0.3253626618630344,66.13417776524393
AND,Andorra,Europe & Central Asia,High income,Not classified,2016,89.7,105.474,45.0118,8.017979694729974,94.6524124145508,15.2011095700416,1.0873993692000976,-0.05984558019138628,1.976458721014666,0.6569838529245472,0.16049557186944924,-1.1836357323868605,0.5137768945043557,1.3167212869696066,-0.5115700802587057,3,0.4396427004050856,69.69297838479086
AND,Andorra,Europe & Central Asia,High income,Not classified,2017,91.5675,108.912,46.4786,8.179332488644373,95.1090393066406,15.6664896441848,1.1539175432811755,0.02755744465702096,2.0743209543247443,0.7108193829868951,0.17833030677342482,-1.1677173743528266,0.5907374939690982,1.3925701686558196,-0.49469353378970093,3,0.496204709611739,71.45437885310965
AND,Andorra,Europe & Central Asia,High income,Not classified,2018,,109.915,47.4482,8.579761929348077,95.9804306030273,15.7132150886835,,0.05305634923030554,2.1390109062046543,0.844423088692108,0.21236472970800785,-1.166119127250823,0.05305634923030554,1.491716997448381,-0.47687719877140755,3,0.35596538263575966,67.08717868329771
AND,Andorra,Europe & Central Asia,High income,Not classified,2019,90.7187,114.953,47.543,9.921369752076378,96.574333190918,15.4352596927579,1.123684276261085,0.18113559273998414,2.1453357901137045,1.2920519553523755,0.23556111913951897,-1.1756266110380935,0.6524099345005345,1.71869387273304,-0.4700327459492873,3,0.6336903537614292,75.73582644291498
AND,Andorra,Europe & Central Asia,High income,Not classified,2020,93.2056,103.877,48.656,9.18053561211813,97.1500396728516,15.2605749006777,1.2122647566478235,-0.10044553094266813,2.2195931296788234,1.044871862306732,0.2580468129645052,-1.1816017165871502,0.5559096128525777,1.6322324959927776,-0.46177745181132246,3,0.575454885678011,73.92231270474264
AND,Andorra,Europe & Central Asia,High income,Not classified,2021,93.8975,119.688,50.2769,9.3309363465239,98.0404205322266,15.4117647058823,1.2369094284800577,0.3015117773406845,2.327736635250344,1.0950532261497194,0.2928229220058539,-1.1764302587099011,0.7692106029103711,1.7113949307000318,-0.4418036683520236,3,0.679600621752793,77.16552048446108
AND,Andorra,Europe & Central Asia,High income,Not classified,2022,94.4855,142.426,51.2051,9.527091796714494,98.5098724365234,34.6414389161411,1.2578533033714496,0.879571689790679,2.3896644542838965,1.1605006992268287,0.3111585706685551,-0.5186779053881772,1.0687124965810644,1.7750825767553626,-0.10375966735981101,3,0.9133451353255385,84.4445705296909
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,2015,90.5,206.839,14.2305,6.461312663929081,,,1.1158944370795418,2.5171199851834807,-0.07721373752604038,0.1376002544093178,,,1.8165072111315113,0.030193258441638712,,2,0.923350234786575,84.75613985198741
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,2016,90.6,220.412,14.3683,6.892058191825609,,,1.1194563205644723,2.86218143261438,-0.06801997167512082,0.2813189546172471,,,1.9908188765894261,0.10664949147106315,,2,1.0487341840302447,88.66072793178071
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,2017,94.8199,214.701,29.9083,7.187566730550552,,,1.2697642417450576,2.7169927546303034,0.9687806184793749,0.3799156905910105,,,1.9933784981876805,0.6743481545351927,,2,1.3338633263614366,97.53994937171528
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,2018,98.45,214.842,32.3591,7.33308553989357,102.184448242188,53.2113281680102,1.399064174131522,2.7205773463998284,1.1322935455289653,0.428468194981974,0.4546785571473682,0.11650645721659635,2.059820760265675,0.7803808702554696,0.28559250718198226,3,1.0419313792343756,88.44888143408036
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,2019,99.15,209.033,32.4803,7.590252643272678,101.747344264722,53.8814655213653,1.423997358526036,2.572897250022749,1.1403797895139542,0.5142722705677846,0.4376063397667803,0.13942855232848114,1.9984473042743924,0.8273260300408694,0.28851744604763074,3,1.0380969267876308,88.32947255115391
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,2020,100.0,194.468,34.3453,7.299572006703477,99.1635400791877,54.9746998074699,1.4542733681479456,2.202616547021862,1.2648092039694327,0.4172863692460781,0.3366892376620615,0.17682270766126748,1.8284449575849038,0.8410477866077555,0.2567559726616645,3,0.9754162389514414,86.37752999363562
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,2021,100.0,186.301,36.5005,7.856017487229609,103.210663324826,56.4520334436146,1.4542733681479456,1.9949898733927338,1.4086002356232916,0.602944991375761,0.49476002030769134,0.22735500816676016,1.7246316207703396,1.0057726134995262,0.36105751423722576,3,1.0304872495023638,88.0924991953268
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,2022,100.0,195.625,36.8486,7.3948644025198345,102.380981445312,60.4188226013954,1.4542733681479456,2.232030537641294,1.4318248357154908,0.44908077772967864,0.46235466566893224,0.36303930916596583,1.8431519528946199,0.9404528067225847,0.41269698741744903,3,1.065433915678218,89.18077514294093
ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,2015,68.0431,142.241,15.7689,4.814575906240719,107.504867553711,83.75569332589,0.3160058247521697,0.8748685020079702,0.025425517808173086,-0.41183520358675973,0.662481184725299,1.161278606949398,0.5954371633800699,-0.19320484288929332,0.9118798958373486,3,0.43803740544270847,69.64298781093784
ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,2016,70.969,145.147,16.5185,6.594188185523023,109.598327636719,86.6743832906399,0.42022297363775307,0.948746684151504,0.07543746905526505,0.18193431249272352,0.7442466397593402,1.2611126016359318,0.6844848288946286,0.12868589077399428,1.002679620697636,3,0.605283446788753,74.85120547652834
ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,2017,74.2949,139.758,17.7082,7.39056158412956,110.377799987793,89.3297346952415,0.5386876564630588,0.8117440951730093,0.15481209338646232,0.44764513783040705,0.7746909324350535,1.3519390824268065,0.675215875818034,0.30122861560843467,1.0633150074309299,3,0.6799198329524662,77.17546105702002
ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,2018,77.7,131.224,18.9759,7.532016055492017,109.671241760254,91.0846512732766,0.6599733510084297,0.5947873138884519,0.23939073612384015,0.4948415715626119,0.747094487940272,1.411966126903207,0.6273803324484408,0.36711615384322605,1.0795303074217395,3,0.6913422645711355,77.53116759369829
ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,2019,79.947,125.303,19.5519,8.012070045775994,110.460151672363,95.1928240640628,0.7400088729148195,0.4442598822050841,0.27782041050794504,0.6550120923110392,0.7779073887775173,1.5524864649727061,0.5921343775599518,0.4664162514094921,1.1651969268751117,3,0.7412491852815185,79.08532160527956
ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,2020,85.5144,121.181,21.1798,8.216583887023189,112.376731872559,99.3697348717996,0.9383131740548435,0.3394677738789834,0.38643094337232753,0.7232483513898292,0.8527643461421354,1.6953579917268167,0.6388904739669135,0.5548396473810784,1.274061168934476,3,0.8225970967608226,81.61858114443231
ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,2021,87.1507,130.353,23.15,8.540394210109415,115.735778808594,107.219557633976,0.9965962735187626,0.5726441973547226,0.5178791108576806,0.8312880075996578,0.9839605430196817,1.9638617291549545,0.7846202354367426,0.6745835592286692,1.473911136087318,3,0.9777049769175766,86.44880370158826
ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,2022,88.3754,131.484,24.6832,8.573259562983361,114.14811706543,107.103901423423,1.0402186605587072,0.601397199420909,0.6201714316314819,0.8422535672886562,0.9219503399479247,1.959905700371746,0.8208079299898081,0.731212499460069,1.4409280201598353,3,0.9976494832032374,87.0698966083766
ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,2015,59.1008,118.599,9.80149,4.324825833947078,86.442138671875,48.7313687040259,-0.002508482120776091,0.27382652601435664,-0.372709244720388,-0.575240832335828,-0.160177735433042,-0.03673087005177576,0.13565902194679028,-0.473975038528108,-0.09845430274240888,3,-0.14559010644124218,51.46821313134262
ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,2016,64.346,117.671,10.2498,5.23188071116919,,54.3432877365993,0.18431943043080207,0.25023431919081923,-0.34279881533993994,-0.2726010147892151,,0.15522521354931249,0.21727687481081065,-0.3076999150645775,0.15522521354931249,3,0.021600724431848545,56.6747114847255
ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,2017,64.7449,119.676,10.8173,5.595360983787736,,55.5065519523494,0.19852778365219,0.301206705700725,-0.3049362455257395,-0.15132543803033138,,0.19501474753093256,0.2498672446764575,-0.22813084177803544,0.19501474753093256,3,0.07225038347645153,58.25199514937396
ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,2018,68.2451,123.0,11.9399,5.811466661014958,83.0249410833595,57.4585357681354,0.3232008293917294,0.3857115499695165,-0.2300384113875518,-0.07922155063695764,-0.29364515524872203,0.26178249067835435,0.354456189680623,-0.15462998101225472,-0.01593133228518384,3,0.06129829212772814,57.91093550348637
ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,2019,66.5439,124.614,13.2819,6.171647743288282,86.8260633029699,53.5944174785534,0.2626060675460906,0.42674368554407427,-0.140502607527363,0.04095324777961948,-0.14518257387488837,0.12961005391756192,0.34467487654508244,-0.049774679873871755,-0.007786259978663224,3,0.0957046455641825,58.98238554400197
ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,2020,76.5077,120.682,14.8884,6.378218631802297,88.5080298201293,52.3331534448642,0.6175050142176025,0.32678187818399945,-0.03331984381544551,0.10987584285102532,-0.07948905588339528,0.0864684292988494,0.47214344620080095,0.0382779995177899,0.0034896867077270632,3,0.17130371080877263,61.33661996378315
ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,2021,78.6123,125.395,16.2566,6.570826272628621,91.4853735120921,56.6235144830279,0.6924684140414513,0.4465987647781072,0.057963976483742324,0.17413958558760576,0.03679874140590177,0.23322052913143548,0.5695335894097793,0.11605178103567404,0.13500963526866863,3,0.27353166857137395,64.5201061094121
ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,2022,77.0277,130.54,17.7301,6.760629152863228,91.7106609922965,57.1818422625098,0.6360268083392413,0.5773982304107583,0.15627322163127455,0.23746751699120597,0.045597921997832296,0.25231816993718525,0.6067125193749998,0.19687036931124025,0.14895804596750878,3,0.31751364488458295,65.88975111959252
ASM,American Samoa,East Asia & Pacific,High income,Not classified,2015,,,,2.9912952726269806,,,,,,-1.0201747121984481,,,,-1.0201747121984481,,1,,
ASM,American Samoa,East Asia & Pacific,High income,Not classified,2016,,,,5.259607079139438,,,,,,-0.2633500828396022,,,,-0.2633500828396022,,1,,
ASM,American Samoa,East Asia & Pacific,High income,Not classified,2017,,,,6.972775634063669,,,,,,0.3082504144497196,,,,0.3082504144497196,,1,,
ASM,American Samoa,East Asia & Pacific,High income,Not classified,2018,,,,6.198645271231275,,,,,,0.04996100148455465,,,,0.04996100148455465,,1,,
ASM,American Samoa,East Asia & Pacific,High income,Not classified,2019,,,,5.938639058126316,,,,,,-0.03679034605910876,,,,-0.03679034605910876,,1,,
ASM,American Samoa,East Asia & Pacific,High income,Not classified,2020,,,,5.489568560005193,,,,,,-0.1866231919318551,,,,-0.1866231919318551,,1,,
ASM,American Samoa,East Asia & Pacific,High income,Not classified,2021,,,,6.058217396805435,,,,,,0.0031070929042382833,,,,0.0031070929042382833,,1,,
ASM,American Samoa,East Asia & Pacific,High income,Not classified,2022,,,,5.865507486558343,,,,,,-0.06119077213256775,,,,-0.06119077213256775,,1,,
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD,2015,70.0,196.848,11.1846,6.590295778536053,117.55770111084,,0.3857083226687761,2.2631224222805035,-0.28043065628740316,0.180635606791519,1.0551203933024547,,1.3244153724746397,-0.04989752474794208,1.0551203933024547,3,0.7765460803430507,80.18450404882451
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD,2016,70.9743,200.069,10.2935,6.740206555207003,,,0.4204117534624546,2.3450087349729754,-0.33988323066878484,0.2306534957189359,,,1.382710244217715,-0.05461486747492447,,2,0.6640476883713953,76.68118577772118
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD,2017,71.9621,203.387,9.94827,6.846474101869674,117.209930419922,,0.4555960385265989,2.4293610434217876,-0.3629163495709107,0.2661097748710977,1.0415373166432835,,1.4424785409741934,-0.04840328734990648,1.0415373166432835,3,0.8118708567558568,81.28455474697853
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD,2018,72.9637,,,6.793280358396022,121.685249328613,,0.49127186351166335,,,0.24836162619371044,1.2163323795927437,,0.49127186351166335,0.24836162619371044,1.2163323795927437,3,0.6519886230993724,76.305653799357
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD,2019,73.9792,201.392,8.75618,6.859861479736644,,,0.5274427903011334,2.3786428832785145,-0.442450430363528,0.270576487632177,,,1.453042836789824,-0.08593697136567549,,2,0.6835529327120743,77.28859960545174
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD,2020,75.0089,200.335,8.71023,7.192415615094309,,,0.564119504545463,2.3517711563254124,-0.44551613095024617,0.3815335260389841,,,1.4579453304354377,-0.03199130245563103,,2,0.7129770139899033,78.20489644973925
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD,2021,76.0528,199.244,8.66279,6.687492675375322,,,0.6013020062446535,2.3240350597257575,-0.4486812416321592,0.2130654540523813,,,1.4626685329852056,-0.11780789378988896,,2,0.6724303195976583,76.94222973239643
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD,2022,77.1648,200.541,10.6818,6.72188810742557,107.799908772997,,0.6409101505970812,2.357008219478051,-0.31397655955186127,0.22454152627416707,0.6740047765742803,,1.498959185037566,-0.0447175166388471,0.6740047765742803,3,0.7094154816576664,78.09398658628275
AUS,Australia,East Asia & Pacific,High income,Not classified,2015,84.5605,107.608,28.5118,8.428386196525636,159.110763549805,119.679389953613,0.9043363674920912,-0.00559367355191538,0.875608673553329,0.7939164155978955,2.6780818655355496,2.390051166408297,0.4493713469700879,0.8347625445756123,2.534066515971923,3,1.2727334691725412,95.63630131198344
AUS,Australia,East Asia & Pacific,High income,Not classified,2016,86.54,109.129,30.3083,9.191281403515346,155.594390869141,119.682777404785,0.9748438510762918,0.03307415681295588,0.9954678923572253,1.0484572069529203,2.5407409080281864,2.390167034412912,0.5039590039446238,1.0219625496550728,2.4654539712205494,3,1.3304585082734153,97.43391975468259
AUS,Australia,East Asia & Pacific,High income,Not classified,2017,86.545,107.8,32.0326,9.978312827302812,153.576126098633,109.993309020996,0.9750219452505382,-0.0007125273125629744,1.11051005822617,1.311051072528007,2.4619123988632814,2.0587380896378837,0.4871547089689876,1.2107805653770884,2.2603252442505823,3,1.3194201728655528,97.09017437806712
AUS,Australia,East Asia & Pacific,High income,Not classified,2018,90.0,110.033,33.5486,10.402145308540355,136.105545043945,103.322090148926,1.098085019654889,0.05605622035657419,1.2116548262232236,1.452463227418663,1.7795540289854461,1.8305485808272046,0.5770706200057316,1.3320590268209433,1.8050513049063253,3,1.2380603172443334,94.55654288577024
AUS,Australia,East Asia & Pacific,High income,Not classified,2019,93.6099,109.753,34.5434,10.51229026540241,144.056564331055,109.759559631348,1.2266654515773974,0.04893788209085165,1.278026076357438,1.4892132085780159,2.0901014883193048,2.050742675391788,0.6378016668341245,1.383619642467727,2.070422081855546,3,1.3639477970524656,98.47681143704071
AUS,Australia,East Asia & Pacific,High income,Not classified,2020,94.6935,104.93,35.3468,10.593222120232038,137.490737915039,110.139221191406,1.265262021020105,-0.07367549453621851,1.3316274659411012,1.5162162073980643,1.8336562907549523,2.063729025647307,0.5957932632419433,1.4239218366695827,1.9486926582011295,3,1.3228025860375519,97.19550628244555
AUS,Australia,East Asia & Pacific,High income,Not classified,2021,96.9722,105.119,35.836,10.74683245154556,135.526565551758,112.688293457031,1.346426659991218,-0.068870616206856,1.3642660018937123,1.5674684566383439,1.7569404993469802,2.150920221045069,0.638778021892181,1.4658672292660282,1.9539303601960247,3,1.3528585371180781,98.13148021709812
