country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,n_indicators_present,is_included,inclusion_rule
IND,India,South Asia,Lower middle income,IBRD,-1.4210905327720702,-0.8664548792972722,-1.0143808487344805,-0.5630035188796534,,-0.41384675355666783,5,True,>= 5/6 indicators non-missing after min-year rule
IRL,Ireland,Europe & Central Asia,High income,Not classified,1.0660459781209572,-0.22211198389839296,1.03213670033135,1.5925832359141185,,1.6930575844716558,5,True,>= 5/6 indicators non-missing after min-year rule
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,0.1513982412627088,-0.1481613955683684,-0.39370680776233125,-0.23838367959636844,0.10616860433383822,-0.1260628836652623,6,True,>= 5/6 indicators non-missing after min-year rule
ISL,Iceland,Europe & Central Asia,High income,Not classified,1.5305499393082405,0.211944989593174,1.746335864466921,1.6251723439240233,,1.1344616090113817,5,True,>= 5/6 indicators non-missing after min-year rule
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.943930599187347,0.6132122998823145,0.9612979646844845,0.855052522334046,,0.39207448389681704,5,True,>= 5/6 indicators non-missing after min-year rule
ITA,Italy,Europe & Central Asia,High income,Not classified,0.30039480075787484,0.9259576711234178,0.8952511869300323,0.9247386177619539,,0.5748279118771948,5,True,>= 5/6 indicators non-missing after min-year rule
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,-0.03589087436001823,-0.00020438511648973454,-0.39802016366449877,-0.5806135714805526,,-0.031413571044250875,5,True,>= 5/6 indicators non-missing after min-year rule
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.18877272845387583,-0.3580571154077726,-0.8527483168530199,-0.7795967458559776,,0.12100223053442644,5,True,>= 5/6 indicators non-missing after min-year rule
JPN,Japan,East Asia & Pacific,High income,Not classified,1.3128103925707428,0.8375880060530999,1.261490077784882,0.949180972558293,,0.606192944344345,5,True,>= 5/6 indicators non-missing after min-year rule
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,0.7418356186976335,0.9448777128551582,-0.14247787532038325,0.16827064522448004,,0.40770144623349225,5,True,>= 5/6 indicators non-missing after min-year rule
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,-0.28214932064286385,0.6808029117428892,-0.8209054003785347,-0.6321765425364707,,0.16090281930085326,5,True,>= 5/6 indicators non-missing after min-year rule
KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA,-0.9949282554661141,0.46713714200509476,-1.0523270984926436,-0.8703691529866872,,-1.4011327535955258,5,True,>= 5/6 indicators non-missing after min-year rule
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD,0.40890551225249694,1.4089770732011149,1.9350793286289834,0.6109901813570423,,1.1994718712044343,5,True,>= 5/6 indicators non-missing after min-year rule
KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,1.40854903281059,0.44428335584891426,1.911471365071656,0.3876389868767706,,0.4819515884452861,5,True,>= 5/6 indicators non-missing after min-year rule
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,1.3685012326649846,2.1692366307148117,-0.9486501204952995,-0.1845976881973717,0.7799515898304353,,5,True,>= 5/6 indicators non-missing after min-year rule
LAC,,,,,0.10669828131971398,-0.0838108820460766,-0.2188619513013972,0.04857392353795973,0.619676730473237,0.4109837608666956,6,True,>= 5/6 indicators non-missing after min-year rule
LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA,-1.0417449061436945,-1.7121230074895344,-1.0742369305280655,-1.3873012941326102,,-0.8184745459239656,5,True,>= 5/6 indicators non-missing after min-year rule
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend,0.0798033640658428,-0.3458187289234149,0.04990557668312816,-0.412809827798755,,0.11809639665262447,5,True,>= 5/6 indicators non-missing after min-year rule
LCN,,,,,0.1372242642422172,-0.07092295826940131,-0.20797093551167858,0.10941361735499512,0.6411782965089524,0.3962291668503193,6,True,>= 5/6 indicators non-missing after min-year rule
LDC,,,,,-1.556967787956717,-1.270089119162696,-1.0350392902551988,-1.3042065752038354,-1.3625701117146956,-1.5640064585886662,6,True,>= 5/6 indicators non-missing after min-year rule
LIE,Liechtenstein,Europe & Central Asia,High income,Not classified,1.517645461602538,0.3030746205096714,2.0896882575437847,1.4232178611438995,,1.142966102569932,5,True,>= 5/6 indicators non-missing after min-year rule
LKA,Sri Lanka,South Asia,Lower middle income,IDA,-1.2406422899222762,0.4296206407442684,-0.714878433167173,-0.39955956206955556,0.5190165948637144,0.319420478941925,6,True,>= 5/6 indicators non-missing after min-year rule
LMY,,,,,,-0.4298109683496607,-0.4262509705313629,-0.15983511515773174,-0.04316104527639258,-0.5637423436902403,5,True,>= 5/6 indicators non-missing after min-year rule
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA,-0.8078937456197003,-0.5234050830651187,-1.1001675774526094,-1.2016039181985363,0.5078810241787141,-1.0602262820601593,6,True,>= 5/6 indicators non-missing after min-year rule
LTE,,,,,,0.18743185953908523,0.5065756742047348,0.22551478615613793,0.7798651256656075,0.17250237788042608,5,True,>= 5/6 indicators non-missing after min-year rule
LTU,Lithuania,Europe & Central Asia,High income,Not classified,0.7574702640009665,1.023241708639441,1.0127224421786287,1.1515721436604298,,0.6315554507669879,5,True,>= 5/6 indicators non-missing after min-year rule
LUX,Luxembourg,Europe & Central Asia,High income,Not classified,1.5305499393082405,0.7526254712342731,1.5485028221836548,1.4340401509560277,,0.7656633391236052,5,True,>= 5/6 indicators non-missing after min-year rule
LVA,Latvia,Europe & Central Asia,High income,Not classified,0.9421143032034585,0.37030358167316063,0.8595074564053935,1.039311457016703,,0.9184328716328145,5,True,>= 5/6 indicators non-missing after min-year rule
MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified,0.9711880124884236,3.077009320035337,1.0130252796662533,0.4229931860106684,,0.38331680694009695,5,True,>= 5/6 indicators non-missing after min-year rule
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.30998377514340564,0.4462311938139193,-0.8172244404064067,-0.4526075363906586,,-0.2891659501951207,5,True,>= 5/6 indicators non-missing after min-year rule
MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD,0.09571274321547836,0.18041158670693933,0.268123738476501,0.520473116673581,,0.5043082939235445,5,True,>= 5/6 indicators non-missing after min-year rule
MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA,-1.9307975984158683,-2.2851001653301903,-1.1061942067510637,-1.8161553288205519,,-1.9654352332025857,5,True,>= 5/6 indicators non-missing after min-year rule
MDV,Maldives,South Asia,Upper middle income,IDA,0.3198589306188358,2.241167050940414,-0.5061269118570472,-0.1556545721650236,0.8413735621130302,-0.522371232475421,6,True,>= 5/6 indicators non-missing after min-year rule
MEA,,,,,-0.6915561721037478,-0.17751474267357534,-0.5241689005315321,-0.4467135170356159,-0.8307913451233001,-1.0542752712417913,6,True,>= 5/6 indicators non-missing after min-year rule
MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,0.08300172392654767,-0.5316399328852478,-0.08746833639185884,-0.5007182185224073,0.7164830015220746,0.6834910610265557,6,True,>= 5/6 indicators non-missing after min-year rule
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA,-0.7937312158428047,-2.4074042978271013,-0.9535593536892932,-0.5126781325396226,,0.02659679978903705,5,True,>= 5/6 indicators non-missing after min-year rule
MIC,,,,,,-0.287466284116396,-0.36310945251200494,-0.1275985549998964,0.09086950891091335,-0.3881261140124331,5,True,>= 5/6 indicators non-missing after min-year rule
MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD,0.7037445340573606,-0.2109832940266713,0.43788344875746504,-0.10783774579368441,,-0.08968061953371996,5,True,>= 5/6 indicators non-missing after min-year rule
MLI,Mali,Sub-Saharan Africa ,Low income,IDA,-1.4944635484741722,0.029070287100228243,-1.0915980009876063,-1.7050930395359967,,-1.8114499391865864,5,True,>= 5/6 indicators non-missing after min-year rule
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.8933803346172555,0.4969447731438333,1.7488253667548943,1.004941533551071,,0.545517063714127,5,True,>= 5/6 indicators non-missing after min-year rule
MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,-1.2895555986581495,-0.04296291806033553,-1.0894146481011542,-1.5221431019624216,0.36161858733323116,-0.530391109135803,6,True,>= 5/6 indicators non-missing after min-year rule
MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,0.5254193733198268,2.0160743881245295,0.5714748622321209,-0.28140774626690096,,0.19251946128383154,5,True,>= 5/6 indicators non-missing after min-year rule
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,-1.3698831964195708,-0.3963584621287652,-1.093285260049907,-1.7925691565826776,,-2.0126048574227937,5,True,>= 5/6 indicators non-missing after min-year rule
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,-0.056157837571841,1.0340468163085068,0.31145473566412785,0.3963379304438467,,0.26286749820981714,5,True,>= 5/6 indicators non-missing after min-year rule
MWI,Malawi,Sub-Saharan Africa ,Low income,IDA,-1.8793459015700742,-2.1755790102796237,-1.109584494692484,-1.5610322591253702,,-1.8316877299672865,5,True,>= 5/6 indicators non-missing after min-year rule
MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,0.839176873040912,0.7661778552513752,-0.46440540684629605,0.6422387683470991,0.7117178339347318,-0.31479444430021447,6,True,>= 5/6 indicators non-missing after min-year rule
NAC,,,,,1.0942138288626964,-0.26887912930572355,1.346297934797179,1.603473101692176,0.9759088429348896,0.5284673690325061,6,True,>= 5/6 indicators non-missing after min-year rule
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,IBRD,-0.757502979310378,-0.08456416877350663,-0.9165560270457845,-0.6864108280082787,,-0.27733441834761635,5,True,>= 5/6 indicators non-missing after min-year rule
NER,Niger,Sub-Saharan Africa ,Low income,IDA,-1.8573131247186205,-2.104909133075837,-1.1086545631575992,-2.311533903578988,,-2.285406929905477,5,True,>= 5/6 indicators non-missing after min-year rule
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend,-1.1868402450213642,-0.9354362601543585,-1.1106243562353764,-0.7032073317229923,,-1.7233620603720805,5,True,>= 5/6 indicators non-missing after min-year rule
NLD,Netherlands,Europe & Central Asia,High income,Not classified,1.3362306898184608,0.35915585755422375,2.007089332794162,1.7573877183337892,,1.0755699111488706,5,True,>= 5/6 indicators non-missing after min-year rule
NOR,Norway,Europe & Central Asia,High income,Not classified,1.5227818398040363,-0.04207972898955817,1.9235121241997122,1.2262857577296147,,1.187573767172861,5,True,>= 5/6 indicators non-missing after min-year rule
NPL,Nepal,South Asia,Lower middle income,IDA,-1.2279114287444461,0.432016417993734,-0.9630575694341176,-0.6722813242983202,-1.2221356355285664,-0.4769900995578001,6,True,>= 5/6 indicators non-missing after min-year rule
NZL,New Zealand,East Asia & Pacific,High income,Not classified,1.1664360150086202,0.5257499339292473,1.327611080413752,1.122918500100355,,1.0949887043210962,5,True,>= 5/6 indicators non-missing after min-year rule
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.9226608574365205,1.1787895768806733,-0.5388056004174769,-0.5532015661687621,0.6986715753233158,0.6189169298838499,6,True,>= 5/6 indicators non-missing after min-year rule
OSS,,,,,,0.315195035666045,-0.09847497286228386,0.933211263309925,0.08569170070285105,-0.5929801284914127,5,True,>= 5/6 indicators non-missing after min-year rule
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,-1.6472003040269179,-1.4344418919930542,-1.041840222265549,-0.900717606354796,-1.8443332346887669,-1.9091881037403013,6,True,>= 5/6 indicators non-missing after min-year rule
PAN,Panama,Latin America & Caribbean ,High income,IBRD,0.03946404078332764,0.7996210276081849,-0.296619632875599,0.28982590379595163,,-0.29215996767730834,5,True,>= 5/6 indicators non-missing after min-year rule
PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD,-0.25679367607785963,0.3867872397613774,-0.5747387528216298,-0.45529512629230157,0.6616683745137429,0.5486836683650882,6,True,>= 5/6 indicators non-missing after min-year rule
PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,-0.6150382170110545,0.37473221652519123,-0.8484875121619401,-0.8497357971738936,,-0.15845482317831822,5,True,>= 5/6 indicators non-missing after min-year rule
POL,Poland,Europe & Central Asia,High income,IBRD,0.6856288894920015,0.732975783359289,0.3580234218738592,1.0100991990844819,,0.8966282180316426,5,True,>= 5/6 indicators non-missing after min-year rule
PRE,,,,,,-1.229207879483961,-1.072106093505651,-1.1071655669212475,-1.4275460818009358,-1.7072187952480473,5,True,>= 5/6 indicators non-missing after min-year rule
