country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,SE.TER.ENRR,n_indicators_present,is_included,inclusion_rule
BEL,Belgium,Europe & Central Asia,High income,Not classified,0.9417832720633321,-0.556490878601751,1.5938372932411589,0.9339643423162705,,2.1450356309012517,1.1275237289816291,6,True,>= 6/7 indicators non-missing after min-year rule
BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA,-2.0178168361677895,-0.9940962168466324,-1.314867618154421,-2.0403952529089846,-2.6388137415501944,-1.8279005907353663,-1.403296163198178,7,True,>= 6/7 indicators non-missing after min-year rule
BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA,-2.5799652404246056,-0.38786089833987764,-1.3236753179046998,-2.1700491598489373,-2.8933364178166925,-2.067426780833019,-1.4937010644167419,7,True,>= 6/7 indicators non-missing after min-year rule
BGD,Bangladesh,South Asia,Lower middle income,IDA,-1.5546383653212579,-0.3966205929338711,-0.9092138805001313,-1.0034414709955473,-0.6340123098585063,-0.9103071276184288,-0.9718854733023008,7,True,>= 6/7 indicators non-missing after min-year rule
BGR,Bulgaria,Europe & Central Asia,High income,IBRD,0.06501046007185116,0.020783981381498996,0.8492280137674395,1.2309393084794726,,0.5178639572053958,1.2617673961019262,6,True,>= 6/7 indicators non-missing after min-year rule
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,1.296298720892318,0.561343562911376,-0.4442639311270096,-0.033796038828769914,,0.5752041341404208,0.05697213931909395,6,True,>= 6/7 indicators non-missing after min-year rule
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD,0.15720090756275856,-0.18082815330819638,0.3476739323628628,0.14908807251957137,,-0.09378313272286111,-0.11891676120144358,6,True,>= 6/7 indicators non-missing after min-year rule
BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD,0.644926715475855,0.34448985259450515,1.0964399323909757,0.4666900266287169,,0.5067415547429674,1.1089113654218627,6,True,>= 6/7 indicators non-missing after min-year rule
BLZ,Belize,Latin America & Caribbean ,Upper middle income,Blend,-0.2685894734097234,-1.8091257407110344,-0.7321149940103796,1.6894920033987206,,-0.03813832831304615,-0.8930833428507794,6,True,>= 6/7 indicators non-missing after min-year rule
BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,0.3248017218555126,-0.5542189243684258,-0.068571366468184,0.14505273137594554,0.7004932636240697,0.7024984681707556,0.20248164646501618,7,True,>= 6/7 indicators non-missing after min-year rule
BRB,Barbados,Latin America & Caribbean ,High income,IBRD,0.26330224369181726,-0.09818233909529568,1.341339110434317,-0.3412628955919908,,0.7078263195511872,0.07229803613993742,6,True,>= 6/7 indicators non-missing after min-year rule
BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,1.1668547662654751,0.36173824788619097,-0.2438370036482128,0.6867078084080671,,0.023215735717018376,-0.7478503511188402,6,True,>= 6/7 indicators non-missing after min-year rule
BTN,Bhutan,South Asia,Lower middle income,IDA,0.32085713101083363,-0.7264216295658769,-1.272160773685389,-0.5056991746559891,,0.07996453960114307,-1.2259895847410922,6,True,>= 6/7 indicators non-missing after min-year rule
CAN,Canada,North America,High income,Not classified,1.0255029804421496,-0.9956079233384383,1.5446103699636664,1.1354290916489422,,0.888425204490444,0.9273571500390182,6,True,>= 6/7 indicators non-missing after min-year rule
CEB,,,,,,0.23402688358680723,0.617337130535544,1.0698886774282856,1.0795968033306194,0.5328875671055942,0.6106764881588822,6,True,>= 6/7 indicators non-missing after min-year rule
CHE,Switzerland,Europe & Central Asia,High income,Not classified,1.0652225629702254,0.3574096697047116,1.9701574605787981,1.5700212119371726,,0.6504043838926128,0.7000910317853895,6,True,>= 6/7 indicators non-missing after min-year rule
CHL,Chile,Latin America & Caribbean ,High income,IBRD,0.8005762177253016,0.6262209665180649,0.07378925287212103,0.6388385910576347,,0.6879720184327661,1.5861338801760958,6,True,>= 6/7 indicators non-missing after min-year rule
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,Blend,-1.4531237015352787,0.9268703840672818,-1.2620538149640252,-1.5549085470907236,,-1.3995705227197799,-1.398336707842162,6,True,>= 6/7 indicators non-missing after min-year rule
COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,-0.04495389097381075,0.8900884557637379,-0.2500749083388757,-0.5067333144715548,0.7858986246932151,0.5590958299214599,0.28677155849086045,7,True,>= 6/7 indicators non-missing after min-year rule
CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified,-0.10715422039054105,-2.0901229738667686,-1.185045879087821,-1.3584823644541952,,0.5322747734312904,-0.10987447597809602,6,True,>= 6/7 indicators non-missing after min-year rule
CYP,Cyprus,Europe & Central Asia,High income,Not classified,0.8050690338930682,0.9762938114253682,1.2867637980739288,1.0356835467993657,,0.5641609723351938,1.5117917856626022,6,True,>= 6/7 indicators non-missing after min-year rule
CZE,Czechia,Europe & Central Asia,High income,Not classified,0.5282819099331783,0.3126883526554409,1.1798426100907173,1.3450363413129707,,0.5397609545751352,0.676560978280124,6,True,>= 6/7 indicators non-missing after min-year rule
DEU,Germany,Europe & Central Asia,High income,Not classified,0.8610783643812363,0.42175240967815447,1.7082671224975585,1.4908605313785717,,0.5334220678940347,0.8620504125255929,6,True,>= 6/7 indicators non-missing after min-year rule
DNK,Denmark,Europe & Central Asia,High income,Not classified,1.2171686935171515,0.3385133385571322,1.8012906880565525,1.6894920033987206,,1.7399390791508744,1.1985939412082325,6,True,>= 6/7 indicators non-missing after min-year rule
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD,0.46517722802348305,-1.1335767752735249,-0.6663644005644039,-1.1182524869282335,0.6598452644285113,-0.38400585015111993,0.262387896515281,7,True,>= 6/7 indicators non-missing after min-year rule
EAP,,,,,0.04053943597026018,0.30820508893118675,0.48352692740259917,-0.25684599297257454,0.8502935895892982,0.006868399155606881,0.04446650033636633,7,True,>= 6/7 indicators non-missing after min-year rule
EAR,,,,,,-0.7170084273465619,-0.9804172902974123,-0.3258214667346496,-0.3030109470422758,-0.5236043323026716,-0.6146090820248603,6,True,>= 6/7 indicators non-missing after min-year rule
EAS,,,,,0.13000980869813658,0.3796677899983125,0.5459879072908277,0.17131356769236028,0.8338747820204189,0.059816397957450404,0.1257871009712537,7,True,>= 6/7 indicators non-missing after min-year rule
ECA,,,,,0.1914110448839346,-0.25133841968013626,-0.08768975591157778,0.30049956575116143,1.0334115014467935,0.46764264409902845,0.9030058601174398,7,True,>= 6/7 indicators non-missing after min-year rule
ECS,,,,,0.5799931538883404,0.32327176292995674,0.7686491951399764,1.0471418066495732,1.0204313200079191,0.6483276269349418,0.9647400929771703,7,True,>= 6/7 indicators non-missing after min-year rule
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,-0.2074084045136774,-0.8356028731383436,-0.3939109940444461,-0.6467083368657264,0.742325543780085,0.25399897516050046,0.12057937701606744,7,True,>= 6/7 indicators non-missing after min-year rule
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-0.2587872046329198,-1.0252180347971334,-0.7311276316857576,-1.6147276373921249,,-0.37419513681795735,-0.4846401869128792,6,True,>= 6/7 indicators non-missing after min-year rule
ESP,Spain,Europe & Central Asia,High income,Not classified,0.9520364013458427,0.0838962625825411,1.0693520642401457,0.8813994150143192,1.0404909110732952,1.262067684194083,1.5524463913350646,7,True,>= 6/7 indicators non-missing after min-year rule
EST,Estonia,Europe & Central Asia,High income,Not classified,0.8882633231222395,1.1650593705984538,1.1929679070586674,1.4412778266035995,,1.0114346886314822,0.8196226453487171,6,True,>= 6/7 indicators non-missing after min-year rule
FCS,,,,,-1.768165549959954,-1.5019087494641294,-1.183484581526054,-0.6859043192871989,-1.2508309867983516,-1.7254895605589322,,6,True,>= 6/7 indicators non-missing after min-year rule
FIN,Finland,Europe & Central Asia,High income,Not classified,0.9349326484260311,0.4802797671201336,1.0063404729013268,1.4341544484847553,,2.1450356309012517,1.739538175179617,6,True,>= 6/7 indicators non-missing after min-year rule
FJI,Fiji,East Asia & Pacific,Upper middle income,Blend,-0.061921684013497715,-0.20393587608750352,-1.1589573887819657,-0.9141306319179578,,0.1981102409344819,0.9962767516505863,6,True,>= 6/7 indicators non-missing after min-year rule
FRA,France,Europe & Central Asia,High income,Not classified,0.6283957483736045,-0.16104559887811445,1.94812288823781,1.0892528091650617,,0.6651846489684231,0.7059984232131481,6,True,>= 6/7 indicators non-missing after min-year rule
GBR,United Kingdom,Europe & Central Asia,High income,Not classified,1.0582403652553836,0.10325401576977093,1.535466714287629,1.124431689556386,,1.139143351818962,0.7550910656543904,6,True,>= 6/7 indicators non-missing after min-year rule
GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD,0.08220631484594261,1.0341473462062707,0.4755862767598558,0.1663490966139388,1.1053059283820394,0.8325226553074901,0.8438282542142562,7,True,>= 6/7 indicators non-missing after min-year rule
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,-0.7396816864400878,0.4178120119427289,-1.3056145802972192,-1.5604006185566763,,-0.6064312622456209,-1.1218766318786642,6,True,>= 6/7 indicators non-missing after min-year rule
GRC,Greece,Europe & Central Asia,High income,Not classified,0.33167252018470283,-0.2252052348675693,1.494222840607467,0.5525366638428115,,0.6963864636392691,2.255037829725458,6,True,>= 6/7 indicators non-missing after min-year rule
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified,0.9954576012554053,3.0884867425739806,1.375478154688626,1.4020210950290601,,0.6550388746953663,1.45857943495574,6,True,>= 6/7 indicators non-missing after min-year rule
HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,-1.0601391238963507,-1.5198324322487635,-1.0461363120390428,-1.2378186040830073,0.2508448446105761,-1.2555460325858592,,6,True,>= 6/7 indicators non-missing after min-year rule
HPC,,,,,,-1.5893436333301334,-1.2853678464400218,-1.8258659355687525,-1.4063974851572971,-1.9217868989121314,-1.461316792852795,6,True,>= 6/7 indicators non-missing after min-year rule
HRV,Croatia,Europe & Central Asia,High income,IBRD,0.4047443770483869,-0.16349186810419697,0.6121353941294121,0.9500781104301174,,0.7137933137790636,0.9565186722702124,6,True,>= 6/7 indicators non-missing after min-year rule
HUN,Hungary,Europe & Central Asia,High income,Not classified,0.6063158638411917,-0.39968135913021724,1.0580679233873218,1.0886048899821927,,0.5796320389964542,0.17980828711733676,6,True,>= 6/7 indicators non-missing after min-year rule
IBD,,,,,-0.29102723943304815,-0.1952787197245427,-0.19428674850694436,-0.02721100717743211,0.37103122153388746,-0.06012951487199721,-0.12005050326782285,7,True,>= 6/7 indicators non-missing after min-year rule
IBT,,,,,-0.7173272506658723,-0.47286435945061,-0.46735392079626165,-0.14405536173363317,0.028513183239181648,-0.6181954553122754,-0.5177534761621773,7,True,>= 6/7 indicators non-missing after min-year rule
IDA,,,,,-1.87781061457745,-1.2353093487773528,-1.2117231722488373,-1.1692678806140624,-1.1532374567944477,-1.6616141933252453,-1.3594623058434956,7,True,>= 6/7 indicators non-missing after min-year rule
IDB,,,,,-1.7655340684091345,-1.0390218779420337,-1.210452435666312,-0.9136485272020043,-1.2027925879914556,-1.7215581981395567,-1.3904782308938113,7,True,>= 6/7 indicators non-missing after min-year rule
IDN,Indonesia,East Asia & Pacific,Upper middle income,IBRD,-0.7014436280251235,0.3565966880158042,-1.0417205024147675,-0.06892210035496628,,0.3270323638452794,-0.3803774650305529,6,True,>= 6/7 indicators non-missing after min-year rule
IDX,,,,,-1.9392118507632479,-1.3422420754264446,-1.212852715877749,-1.4325413634870392,-1.0913935356033755,-1.6210751406068429,-1.3440042812382023,7,True,>= 6/7 indicators non-missing after min-year rule
IND,India,South Asia,Lower middle income,IBRD,-1.4362677464615015,-1.2222137518425187,-1.2063824075854375,-0.6350879152537454,-0.6675731477168021,-0.4005992803320673,-0.6976903744952094,7,True,>= 6/7 indicators non-missing after min-year rule
IRL,Ireland,Europe & Central Asia,High income,Not classified,0.9575598811210142,-0.36774070016332105,0.822440886607807,1.5348360821350098,,2.115048124565164,0.971666482805469,6,True,>= 6/7 indicators non-missing after min-year rule
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,0.22805968844220365,0.8870123088327365,-0.5309208240216448,0.06960196329358367,0.23934807947428965,,0.28849768085553207,6,True,>= 6/7 indicators non-missing after min-year rule
ISL,Iceland,Europe & Central Asia,High income,Not classified,1.295264048661351,0.031045128644195848,1.3856779336576956,1.399406981670444,,1.0261457600130675,0.9970116323574575,6,True,>= 6/7 indicators non-missing after min-year rule
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.8150379631680915,0.8192272139603157,0.7290219807786943,0.6613472403010612,,0.3456426814494805,0.2800907656646203,6,True,>= 6/7 indicators non-missing after min-year rule
ITA,Italy,Europe & Central Asia,High income,Not classified,0.19969407164539896,0.6081156445813152,0.793141936803383,0.8758000467686873,,0.5580139609666299,0.6949232581032387,6,True,>= 6/7 indicators non-missing after min-year rule
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.3537076695307518,-1.6494583342574127,-0.9408858602759446,-1.1513501334390228,,0.0806905282885271,-0.6658083514383389,6,True,>= 6/7 indicators non-missing after min-year rule
JPN,Japan,East Asia & Pacific,High income,Not classified,0.7864223556239581,1.4071741065463323,1.1264335515271806,0.9010550254032194,,0.5922436462827663,0.4805598331709456,6,True,>= 6/7 indicators non-missing after min-year rule
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,0.702313187975619,0.4868861588624265,-0.36892548897292726,0.14100535562074265,,0.2658648595846392,0.2932850612509227,6,True,>= 6/7 indicators non-missing after min-year rule
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,0.07665038013164452,0.11744091244917386,-1.011094903618187,-0.6871368720880192,,0.15343232192200418,-0.1143623551066958,6,True,>= 6/7 indicators non-missing after min-year rule
KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA,-0.6175886176365671,0.1948792493574514,-1.2085834645393247,-1.0655994358162415,-0.2752205860563118,-1.485064635753824,-1.2897409145191334,7,True,>= 6/7 indicators non-missing after min-year rule
KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,1.1714230182376988,0.78651019410131,1.721663509936447,0.37255084138271216,,0.4123676052230905,1.7259967210779794,6,True,>= 6/7 indicators non-missing after min-year rule
LAC,,,,,0.051065362173539575,-0.3523705194343731,-0.26053332646452865,-0.09533632504824179,0.6927912835275074,0.38637815090793354,0.12273693934361381,7,True,>= 6/7 indicators non-missing after min-year rule
LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA,-0.770549842191722,-1.9975726989519795,-1.218680793901252,-1.2743338011944965,,-1.0787132710554443,-1.2989184324180127,6,True,>= 6/7 indicators non-missing after min-year rule
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.5265012740837901,-1.5240482183761073,-0.8046471203166702,-0.8417599137258198,,-0.9372282966566419,0.11886844885368333,6,True,>= 6/7 indicators non-missing after min-year rule
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend,-0.3351063097303152,-0.841722208283228,-0.3211937990742061,-0.6842575173653226,,0.008735351623367006,-1.2083556457165474,6,True,>= 6/7 indicators non-missing after min-year rule
LCN,,,,,0.07124005406315857,-0.3586074734419913,-0.2596590860301884,-0.037965458992567355,0.712446854335299,0.380569286663132,0.20292473101057681,7,True,>= 6/7 indicators non-missing after min-year rule
LDC,,,,,-2.024296420906425,-1.458154069182979,-1.229939338749376,-1.514439474568144,-1.2947402514566548,-1.7057266556692536,-1.4000510320206587,7,True,>= 6/7 indicators non-missing after min-year rule
LIE,Liechtenstein,Europe & Central Asia,High income,Not classified,1.0922351596696502,0.3465332930558144,1.9404998806721947,1.2552859598407144,,1.2146607315643831,-0.2687823626482094,6,True,>= 6/7 indicators non-missing after min-year rule
LKA,Sri Lanka,South Asia,Lower middle income,IDA,-1.409075331856104,0.7489592290650152,-0.7290184913446728,-0.6720619386395136,0.5586496378368805,0.13032239713684027,-1.0561940408620112,7,True,>= 6/7 indicators non-missing after min-year rule
LMY,,,,,,-0.5030929231818444,-0.4758790900324194,-0.3057686893357874,0.01614797687715319,-0.6277638015600636,-0.5379881278106838,6,True,>= 6/7 indicators non-missing after min-year rule
LTE,,,,,,0.32873682782479774,0.6830267649639883,0.13209268693207502,0.8557521697695295,0.1746306238449858,0.3192850996997491,6,True,>= 6/7 indicators non-missing after min-year rule
LTU,Lithuania,Europe & Central Asia,High income,Not classified,0.6064369119925298,0.6447657380163863,0.6776545723244146,1.17951149068584,,0.7234717265687229,0.7853542752756424,6,True,>= 6/7 indicators non-missing after min-year rule
LUX,Luxembourg,Europe & Central Asia,High income,Not classified,1.225095593108738,0.6830930639447906,1.324801179777519,1.222369653806016,,0.7815487631464249,-1.0571911129023615,6,True,>= 6/7 indicators non-missing after min-year rule
LVA,Latvia,Europe & Central Asia,High income,Not classified,0.7977079028349081,-0.19037885711301947,0.5303606711848392,0.8691795456502895,,0.7646988055557571,1.5809405835068062,6,True,>= 6/7 indicators non-missing after min-year rule
MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified,0.7393030469749776,3.0884867425739806,0.7724091634947151,0.2914251038993135,,0.08208508562803818,1.5209973890217188,6,True,>= 6/7 indicators non-missing after min-year rule
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.536792998429047,0.6607104329420768,-0.9396010043980579,-0.6414334933622652,,-0.30984579484243097,-0.33285778433932806,6,True,>= 6/7 indicators non-missing after min-year rule
MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD,-0.2839046960354954,0.21734244611312015,0.3131197808249291,0.378133368562817,,0.340134330408749,0.32926080240228145,6,True,>= 6/7 indicators non-missing after min-year rule
MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA,-2.535847311916438,-2.3514724171246364,-1.320901027442647,-2.093138387207835,,-2.244654162087657,-1.5877664442943318,6,True,>= 6/7 indicators non-missing after min-year rule
MDV,Maldives,South Asia,Upper middle income,IDA,0.3812022659342354,1.3764932029892738,-0.39891910810913195,-0.33217471381068353,,-0.6148184373510808,-0.6650406219967852,6,True,>= 6/7 indicators non-missing after min-year rule
MEA,,,,,-0.868198859579547,-0.5431762893020676,-0.7347733749410225,-0.5391437813464558,-0.7990141315234641,-1.1304596800611795,-0.7748074727066703,7,True,>= 6/7 indicators non-missing after min-year rule
MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,0.018966550216638216,-0.616208411939653,-0.09370371221146152,-0.7885803275375325,0.7945289959190255,0.5782415421966959,-0.1838894769122055,7,True,>= 6/7 indicators non-missing after min-year rule
MIC,,,,,,-0.33248693290785125,-0.39423492991642733,-0.2694310430882951,0.16204393969922157,-0.4254563884929671,-0.40882153171393604,6,True,>= 6/7 indicators non-missing after min-year rule
MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD,0.5174331886596647,-0.43877479212762827,0.4589537468241364,-0.2725371680467756,,-0.13936834216496577,-0.13789216904143203,6,True,>= 6/7 indicators non-missing after min-year rule
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.7317927986289371,0.3850730196056437,1.5873819514019305,0.6022204376319256,,0.637122348369284,0.5928375942365649,6,True,>= 6/7 indicators non-missing after min-year rule
MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,0.37863393994063516,2.6620516262515017,0.7672640922650237,-0.40792101880974935,,0.1667521301606905,0.2911465003714178,6,True,>= 6/7 indicators non-missing after min-year rule
MNG,Mongolia,East Asia & Pacific,Upper middle income,IBRD,-0.22270257528704268,0.7793764628851303,-0.5779886246524731,-0.08036588402990996,1.0114381570569009,0.21912721348099412,0.6258358443468424,7,True,>= 6/7 indicators non-missing after min-year rule
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,-1.8430592692173227,0.037021642681569863,-1.3033673956053862,-2.0245897818835976,,-2.1404627214695116,-1.5765838494242586,6,True,>= 6/7 indicators non-missing after min-year rule
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,-0.12911130245058253,1.3330243171904828,0.39819841888406743,0.054117965599830384,,0.13194990962379996,-0.24008194444316522,6,True,>= 6/7 indicators non-missing after min-year rule
MWI,Malawi,Sub-Saharan Africa ,Low income,IDA,-2.470136147530656,-2.37270588752384,-1.3237848553981135,-1.8971312293361025,,-2.0965357162994653,-1.5953986403710025,6,True,>= 6/7 indicators non-missing after min-year rule
MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,0.8702727609198007,0.6430225880888193,-0.6218841020015041,0.457119988971406,0.7717559680374715,-0.5286621260270111,-0.3483973401987223,7,True,>= 6/7 indicators non-missing after min-year rule
NAC,,,,,0.908051187223888,-0.4377083945248809,1.2100183681370842,1.5983093992732087,1.030690106978512,0.5132704924994801,1.261773159357087,7,True,>= 6/7 indicators non-missing after min-year rule
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,IBRD,-0.6842644393008542,-0.4048595397974029,-1.125067126511924,-0.9501456601267366,,-0.28841438995965224,-0.8573172356191631,6,True,>= 6/7 indicators non-missing after min-year rule
NLD,Netherlands,Europe & Central Asia,High income,Not classified,0.9754741303584787,0.1946741728953846,1.6963094912559955,1.6555653021929166,,1.6495219064804505,1.3177602741706675,6,True,>= 6/7 indicators non-missing after min-year rule
NOR,Norway,Europe & Central Asia,High income,Not classified,1.203648141309039,-0.24985835527173642,1.7608134921145144,1.114802083444214,,1.2859098632743078,1.4562806608371421,6,True,>= 6/7 indicators non-missing after min-year rule
NPL,Nepal,South Asia,Lower middle income,IDA,-1.3148928528312258,0.6678807849550542,-1.0463276284911898,-0.889629294713046,,-0.1965899695402666,-1.271643559170119,6,True,>= 6/7 indicators non-missing after min-year rule
NZL,New Zealand,East Asia & Pacific,High income,Not classified,1.0221452099833042,0.17204252047444638,1.1287265250938705,0.8420638690667716,,1.166891789316452,1.032589139562299,6,True,>= 6/7 indicators non-missing after min-year rule
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.9788889162509261,0.8136681770064356,-0.5762550575680014,-0.8996461192818737,0.8754867704145155,0.3810503955174055,-0.14053083806476527,7,True,>= 6/7 indicators non-missing after min-year rule
OSS,,,,,,0.14791546804435582,-0.27255901730673443,0.7983022326332071,0.1547568881017805,-0.6362136951313611,-1.0071463395424791,6,True,>= 6/7 indicators non-missing after min-year rule
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,-2.218440989602299,-1.51756560492699,-1.2522584690912877,-1.3175538513211413,-1.9233130430760983,-2.026184341745679,-1.392408197806993,7,True,>= 6/7 indicators non-missing after min-year rule
PAN,Panama,Latin America & Caribbean ,High income,IBRD,0.002634698551733275,1.0089082930533424,-0.33055065611020046,-0.07699110833428646,0.8151789556303963,,0.0838054469466164,6,True,>= 6/7 indicators non-missing after min-year rule
PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,-0.5865391089480555,0.8782672625574616,-0.8710563435930165,-1.207744547371471,,-0.08228680121004103,-0.6161489508657684,6,True,>= 6/7 indicators non-missing after min-year rule
POL,Poland,Europe & Central Asia,High income,IBRD,0.5578755514536992,0.5330356869868049,0.2193408329641007,0.9709976091259669,,0.9183933277615851,0.8124765382784392,6,True,>= 6/7 indicators non-missing after min-year rule
PRE,,,,,,-1.3410602192913628,-1.258336361292671,-1.553823013438551,-1.3206731176933333,-1.8506009687351346,-1.471412377826108,6,True,>= 6/7 indicators non-missing after min-year rule
PRT,Portugal,Europe & Central Asia,High income,Not classified,0.396447315718652,0.054848646562657734,1.4896933706555329,0.90565537495387,,1.286443922535087,0.7156912852948237,6,True,>= 6/7 indicators non-missing after min-year rule
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD,0.09532863617936387,0.16131995117209857,-0.738206058029284,-0.6159670518535989,0.6796044907816132,-0.16144096060006,,6,True,>= 6/7 indicators non-missing after min-year rule
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Not classified,0.2805112558736626,-1.2272439844906418,-0.7882863515184192,-0.5745724476773802,0.9404132062381904,0.08731870082611354,-0.14353251496388933,7,True,>= 6/7 indicators non-missing after min-year rule
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,1.296298720892318,1.0182246237586596,-0.5636246419024684,-0.6199927654092048,,0.5872107864385463,-0.8546416264781872,6,True,>= 6/7 indicators non-missing after min-year rule
ROU,Romania,Europe & Central Asia,High income,IBRD,0.36848870140170764,0.06683097127484329,0.7507388689740507,0.8887438493235134,,-0.100737824360013,0.17244026727930317,6,True,>= 6/7 indicators non-missing after min-year rule
