country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,n_indicators_present,is_included,inclusion_rule
CZE,Czechia,Europe & Central Asia,High income,Not classified,0.6104143860573757,0.38352939851678397,1.257261894850673,1.398239996250593,,0.5648255900965674,5,True,>= 5/6 indicators non-missing after min-year rule
DEU,Germany,Europe & Central Asia,High income,Not classified,0.9237420618983081,0.4878989819805766,1.7818487943111234,1.5374214392880936,,0.5586242639952452,5,True,>= 5/6 indicators non-missing after min-year rule
DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend,0.4758307833626629,-0.3605182850879179,0.28342675695441527,1.1733881399889055,,0.7353021581201848,5,True,>= 5/6 indicators non-missing after min-year rule
DNK,Denmark,Europe & Central Asia,High income,Not classified,1.2590009077373732,0.40824279260001073,1.8741967885612039,1.7270046277562783,,1.738958573473276,5,True,>= 5/6 indicators non-missing after min-year rule
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD,0.5510013633127716,-1.0004837502763058,-0.5755372822171362,-0.9528383370391824,0.6790357189336694,-0.3388944929211265,6,True,>= 5/6 indicators non-missing after min-year rule
EAP,,,,,0.15120511945276488,0.3792391091195971,0.566003112468878,-0.1306715976478122,0.8674127994535745,0.04349736964166797,6,True,>= 5/6 indicators non-missing after min-year rule
EAR,,,,,,-0.601845865860518,-0.8873094044853626,-0.19650502328235286,-0.2733488290753097,-0.47546353960442805,5,True,>= 5/6 indicators non-missing after min-year rule
EAS,,,,,0.23544142536516108,0.4476258219118796,0.6280104777736886,0.27798395858630554,0.851172556685189,0.09529634058109514,6,True,>= 5/6 indicators non-missing after min-year rule
ECA,,,,,0.29325065491288443,-0.15621981766020035,-0.0010651854324111533,0.4012851311967964,1.048539189499239,0.4942723236259492,6,True,>= 5/6 indicators non-missing after min-year rule
ECS,,,,,0.659100493336332,0.39365726421453257,0.8490547175471944,1.1139154874788701,1.0357001756512072,0.6710362502501696,6,True,>= 5/6 indicators non-missing after min-year rule
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,-0.08223763376844126,-0.715335619004671,-0.3050625324316794,-0.5027744948737172,0.7606189736648316,0.2852649494255459,6,True,>= 5/6 indicators non-missing after min-year rule
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-0.13061074536170383,-0.8967891242289093,-0.6398301789607952,-1.4266974947189814,,-0.3292966824969515,5,True,>= 5/6 indicators non-missing after min-year rule
ESP,Spain,Europe & Central Asia,High income,Not classified,1.0093790028580318,0.16458526795188053,1.1475737719370667,0.9557231791252035,1.0555416061186502,1.271457495806701,6,True,>= 5/6 indicators non-missing after min-year rule
EST,Estonia,Europe & Central Asia,High income,Not classified,0.9493366853574942,1.1992115813352178,1.2702918710899536,1.490097381481371,,1.0262635026929006,5,True,>= 5/6 indicators non-missing after min-year rule
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,IDA,-2.1088498066384815,-2.3694811992256475,-1.212273681960554,-2.1521111599919776,-1.9589194844507458,,5,True,>= 5/6 indicators non-missing after min-year rule
FCS,,,,,-1.5516896137958787,-1.3529615121723606,-1.088901946440436,-0.5401849779508998,-1.2108607331404686,-1.6512665806969882,6,True,>= 5/6 indicators non-missing after min-year rule
FIN,Finland,Europe & Central Asia,High income,Not classified,0.9932758290444461,0.5439071306246686,1.0850197939243085,1.4832984954705075,,2.135264099397125,5,True,>= 5/6 indicators non-missing after min-year rule
FJI,Fiji,East Asia & Pacific,Upper middle income,Blend,0.054738032260342726,-0.1108576345089078,-1.0645528791810734,-0.7580148696635637,,0.2305890601469108,5,True,>= 5/6 indicators non-missing after min-year rule
FRA,France,Europe & Central Asia,High income,Not classified,0.7046715089888018,-0.06981349504453527,2.019962639360227,1.1541082023859428,,0.6875274569850155,5,True,>= 5/6 indicators non-missing after min-year rule
GBR,United Kingdom,Europe & Central Asia,High income,Not classified,1.109369975514456,0.18310980015890563,1.6103033261505637,1.1876845749692946,,1.151200752123582,5,True,>= 5/6 indicators non-missing after min-year rule
GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD,0.19043446262384983,1.0739344384413998,0.5581201297484091,0.2732456346614355,1.119651719579403,0.8512340506913902,6,True,>= 5/6 indicators non-missing after min-year rule
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,-0.583372631179471,0.4841281918453591,-1.2101449922913212,-1.374845241165976,,-0.5564930371152467,5,True,>= 5/6 indicators non-missing after min-year rule
GRC,Greece,Europe & Central Asia,High income,Not classified,0.4253067555071571,-0.13121149055476458,1.5693589806336077,0.6418411527704407,,0.7180521591072093,5,True,>= 5/6 indicators non-missing after min-year rule
GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend,0.014154301425568479,-0.561633867572984,0.6466934116477597,-0.43076041141219223,,0.7268029828293178,5,True,>= 5/6 indicators non-missing after min-year rule
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD,-0.797167678969679,0.24222990200009062,-0.9620483786830994,-1.0531966608036263,,-1.4863191013131754,5,True,>= 5/6 indicators non-missing after min-year rule
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified,1.050260038301909,3.039848351285336,1.451476662249387,1.452628916564664,,0.6776018567995414,5,True,>= 5/6 indicators non-missing after min-year rule
HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,-0.8850831294197197,-1.3701137010550815,-0.9525511505466672,-1.0669578443479897,0.2744834344666288,-1.1915213268725597,6,True,>= 5/6 indicators non-missing after min-year rule
HPC,,,,,,-1.4366329128007038,-1.1900452976538196,-1.62821778437384,-1.3647353485397993,-1.8433040581264513,5,True,>= 5/6 indicators non-missing after min-year rule
HRV,Croatia,Europe & Central Asia,High income,IBRD,0.49410386789962957,-0.07215446884595321,0.6936775772609997,1.021273345593494,,0.7350812620939455,5,True,>= 5/6 indicators non-missing after min-year rule
HUN,Hungary,Europe & Central Asia,High income,Not classified,0.6838833100434407,-0.29817759204388383,1.1363715806607837,1.1534897979442462,,0.6038314295994467,5,True,>= 5/6 indicators non-missing after min-year rule
IBD,,,,,-0.16096472010494028,-0.10257311045718495,-0.10688803150499995,0.08850279776961345,0.393362709377364,-0.02204661842681542,6,True,>= 5/6 indicators non-missing after min-year rule
IBT,,,,,-0.5623259423934175,-0.3682105567856896,-0.37797208966730833,-0.023018931722602345,0.054569768956973186,-0.5680019346859746,6,True,>= 5/6 indicators non-missing after min-year rule
IDA,,,,,-1.6549203808453843,-1.0978374212394437,-1.1169354581428463,-1.001529820304926,-1.1143285938095184,-1.5887773768374498,6,True,>= 5/6 indicators non-missing after min-year rule
IDB,,,,,-1.5492120753866907,-0.9099988048382851,-1.1156739501162378,-0.7575547263222469,-1.1633447819634026,-1.6474205330214997,6,True,>= 5/6 indicators non-missing after min-year rule
IDN,Indonesia,East Asia & Pacific,Upper middle income,IBRD,-0.5473715205555582,0.4255477755811476,-0.9481674101542028,0.048691775081887864,,0.3567134359348989,5,True,>= 5/6 indicators non-missing after min-year rule
IDX,,,,,-1.7127296103931073,-1.2001674137564928,-1.1180567986109429,-1.2528103742602428,-1.05315726393806,-1.5491180646596436,6,True,>= 5/6 indicators non-missing after min-year rule
IND,India,South Asia,Lower middle income,IBRD,-1.2392080173216846,-1.0853055016079036,-1.1116334800745695,-0.49168341973774626,-0.6339461878234093,-0.3551278280268601,6,True,>= 5/6 indicators non-missing after min-year rule
IRL,Ireland,Europe & Central Asia,High income,Not classified,1.0145793559789182,-0.2676117634571135,0.9024557539891161,1.5793937664438038,,2.1059273538279077,5,True,>= 5/6 indicators non-missing after min-year rule
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,0.3277553323376478,0.9331325740800988,-0.441077346687695,0.1809056352469976,0.2631117038411783,,5,True,>= 5/6 indicators non-missing after min-year rule
ISL,Iceland,Europe & Central Asia,High income,Not classified,1.332527640952986,0.11400901959550919,1.4616023666762978,1.4501338842291362,,1.0406553281863324,5,True,>= 5/6 indicators non-missing after min-year rule
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.8803950498911528,0.8682651712893256,0.8097152905752021,0.7456950678334254,,0.37491988986267155,5,True,>= 5/6 indicators non-missing after min-year rule
ITA,Italy,Europe & Central Asia,High income,Not classified,0.30104911997887246,0.6662405340077219,0.8733695839222804,0.9503788795808356,,0.5826824868448028,5,True,>= 5/6 indicators non-missing after min-year rule
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,0.3638233364986081,-0.3184964035717557,-0.3284705147031922,-0.8747511947286007,,-0.13365580604373017,5,True,>= 5/6 indicators non-missing after min-year rule
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.44605283629956216,-1.4941600804772552,-0.8480650662321186,-0.9844282824415495,,0.11571748009293653,5,True,>= 5/6 indicators non-missing after min-year rule
JPN,Japan,East Asia & Pacific,High income,Not classified,0.8534534713835039,1.4309049075431695,1.2042407124923191,0.974483415108543,,0.6161693516003892,5,True,>= 5/6 indicators non-missing after min-year rule
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,0.7742647370567605,0.5502291616692147,-0.2802584812773868,0.24905638017756104,,0.2968733315431939,5,True,>= 5/6 indicators non-missing after min-year rule
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,0.18520355319591697,0.19668604642640677,-0.9177642257075876,-0.5413613841243949,,0.18688069947359226,5,True,>= 5/6 indicators non-missing after min-year rule
KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA,-0.46842207514683487,0.27079118415810305,-1.1138185521442139,-0.9025837967547645,-0.24586070564492274,-1.4160591323531584,6,True,>= 5/6 indicators non-missing after min-year rule
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD,0.18179033111419254,0.6691001666753209,1.7665677270821394,0.5458449665577114,,1.2505632746934847,5,True,>= 5/6 indicators non-missing after min-year rule
KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,1.215931380032047,0.8369563989212673,1.7951478922627468,0.4700542463249559,,0.44019681185588533,5,True,>= 5/6 indicators non-missing after min-year rule
LAC,,,,,0.1611152730895172,-0.25290316555387,-0.17265350247519987,0.023480800771843693,0.7116234294708047,0.41477135632846107,6,True,>= 5/6 indicators non-missing after min-year rule
LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA,-0.612434982565384,-1.8272904648839912,-1.1238425509906682,-1.1018096602537697,,-1.018526024256256,5,True,>= 5/6 indicators non-missing after min-year rule
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.6087379184004919,-1.3741480259655483,-0.7128157420550273,-0.6889408635805486,,-0.8801114242129771,5,True,>= 5/6 indicators non-missing after min-year rule
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend,-0.20246514015111405,-0.7211915579600128,-0.23287343644680245,-0.538613192996836,,0.04532380725614173,5,True,>= 5/6 indicators non-missing after min-year rule
LCN,,,,,0.18010973422662596,-0.2588716606715822,-0.17178561109608,0.07823824480323369,0.7310652336536352,0.40908855061310934,6,True,>= 5/6 indicators non-missing after min-year rule
LDC,,,,,-1.7928366856235238,-1.3110901763702822,-1.1350193321498407,-1.3309777707476556,-1.254292457085133,-1.6319325518531353,6,True,>= 5/6 indicators non-missing after min-year rule
LIE,Liechtenstein,Europe & Central Asia,High income,Not classified,1.1413760554535528,0.4159175420387897,2.0123949928761613,1.3125780247981524,,1.2250793244468587,5,True,>= 5/6 indicators non-missing after min-year rule
LKA,Sri Lanka,South Asia,Lower middle income,IDA,-1.213606374170339,0.8010217501791493,-0.637736355971742,-0.5269731609488475,0.5789406580681045,0.16427228462416504,6,True,>= 5/6 indicators non-missing after min-year rule
LMY,,,,,,-0.3971379843128042,-0.3864353459924207,-0.1773657124860586,0.04233904194722639,-0.5773626376481856,5,True,>= 5/6 indicators non-missing after min-year rule
LTE,,,,,,0.3988870948502879,0.7640541089158734,0.24054971136735978,0.8728120141605963,0.2076189757091711,5,True,>= 5/6 indicators non-missing after min-year rule
LTU,Lithuania,Europe & Central Asia,High income,Not classified,0.6839972768102638,0.7013130876073999,0.7587209311129323,1.240255319233105,,0.7445496430370585,5,True,>= 5/6 indicators non-missing after min-year rule
LUX,Luxembourg,Europe & Central Asia,High income,Not classified,1.2664640792719843,0.7379906801308056,1.4011677221482417,1.2811611592471603,,0.8013663461799861,5,True,>= 5/6 indicators non-missing after min-year rule
LVA,Latvia,Europe & Central Asia,High income,Not classified,0.8640788077743756,-0.09788415395075326,0.6124967323975745,0.9440599629533855,,0.7848820505820344,5,True,>= 5/6 indicators non-missing after min-year rule
MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified,0.8090906686285818,3.039848351285336,0.8527873796303705,0.3926240394070133,,0.11708177405564214,5,True,>= 5/6 indicators non-missing after min-year rule
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.6184275711188268,0.7165714707381959,-0.846789541449659,-0.4977399369565537,,-0.26634378965134886,5,True,>= 5/6 indicators non-missing after min-year rule
MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD,-0.15425884947740418,0.2922874914902804,0.3968335251953465,0.47538247196689853,,0.36953107589538936,5,True,>= 5/6 indicators non-missing after min-year rule
MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA,-2.2744615635698784,-2.165957182242043,-1.225320423641508,-1.8833151415857226,,-2.1591647584545464,5,True,>= 5/6 indicators non-missing after min-year rule
MDV,Maldives,South Asia,Upper middle income,IDA,0.47193898344489643,1.4015446103750924,-0.31003427573210207,-0.20256886012326647,,-0.5646982016046074,5,True,>= 5/6 indicators non-missing after min-year rule
MEA,,,,,-0.7043714778535374,-0.43549603131744796,-0.6434494454891349,-0.4001098406066541,-0.7639576687291035,-1.0691494811755466,6,True,>= 5/6 indicators non-missing after min-year rule
MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,0.1308942595742402,-0.5053846126451533,-0.007035466172184435,-0.6381837735360695,0.8122546806141673,0.6024711080584645,6,True,>= 5/6 indicators non-missing after min-year rule
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA,-0.4736796181126661,-2.6428827585137933,-1.0722239693233209,-0.4866186687141438,,0.1461199482034055,5,True,>= 5/6 indicators non-missing after min-year rule
MIC,,,,,,-0.23387543359349397,-0.30538411576234786,-0.14268335944821897,0.18664829493151386,-0.37944551051535885,5,True,>= 5/6 indicators non-missing after min-year rule
MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD,0.6002003210424295,-0.33558831588354204,0.5416083913556895,-0.14564799071948908,,-0.09956587892962897,5,True,>= 5/6 indicators non-missing after min-year rule
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.8020197740087583,0.45279839276650896,1.66184153573986,0.6892616755822376,,0.660074138141591,5,True,>= 5/6 indicators non-missing after min-year rule
MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,-0.9107958488764105,0.6184678470901722,-1.1452660970357906,-1.8290102462636728,0.6191315657128224,,5,True,>= 5/6 indicators non-missing after min-year rule
MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,0.4695209059575288,2.6317683964415317,0.847679673798191,-0.2748646844977131,,0.1999114537133622,5,True,>= 5/6 indicators non-missing after min-year rule
MNG,Mongolia,East Asia & Pacific,Upper middle income,IBRD,-0.09663708700264269,0.830129726817732,-0.48780332365815554,0.0377692914735707,1.0268048189715289,0.25114994204625884,6,True,>= 5/6 indicators non-missing after min-year rule
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,-1.622202008613646,0.11972828493070876,-1.2079141274803107,-1.817889139199264,,-2.0572343828625526,5,True,>= 5/6 indicators non-missing after min-year rule
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,-0.008520955941458058,1.3599467675265526,0.4812942909279534,0.1661269819794127,,0.16586447835996768,5,True,>= 5/6 indicators non-missing after min-year rule
MWI,Malawi,Sub-Saharan Africa ,Low income,IDA,-2.2125945390309734,-2.186276694660274,-1.2281833081788756,-1.69623672156505,,-2.0142606404029966,5,True,>= 5/6 indicators non-missing after min-year rule
MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,0.9323985811000111,0.6996449685513004,-0.5313800159239673,0.5507710052697555,0.7897293236528826,-0.48041157382806643,6,True,>= 5/6 indicators non-missing after min-year rule
NAC,,,,,0.9679669483484522,-0.3345678195198102,1.2872185054558691,1.6399756758629285,1.0458473918977371,0.5389099992096634,6,True,>= 5/6 indicators non-missing after min-year rule
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,IBRD,-0.5311973239742416,-0.3031328868870041,-1.0309087404465427,-0.792389300921362,,-0.24537746903800964,5,True,>= 5/6 indicators non-missing after min-year rule
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend,-1.4344516704269603,-0.7753339364665678,-1.2301915476600525,-1.128957111722641,,-1.775244200259462,5,True,>= 5/6 indicators non-missing after min-year rule
NLD,Netherlands,Europe & Central Asia,High income,Not classified,1.0314456116225343,0.2705949348573854,1.7699780037807376,1.6946233936880373,,1.6505035495712699,5,True,>= 5/6 indicators non-missing after min-year rule
NOR,Norway,Europe & Central Asia,High income,Not classified,1.2462713153909648,-0.15480346006246212,1.8340135528869688,1.1784936274730535,,1.294782274254535,5,True,>= 5/6 indicators non-missing after min-year rule
NPL,Nepal,South Asia,Lower middle income,IDA,-1.124933622813223,0.7234331873597166,-0.9527410775884511,-0.7346296448459669,,-0.1555457361592234,5,True,>= 5/6 indicators non-missing after min-year rule
NZL,New Zealand,East Asia & Pacific,High income,Not classified,1.075386407001759,0.24893742274247535,1.2065170336425548,0.9181794900761872,,1.1783470190283278,5,True,>= 5/6 indicators non-missing after min-year rule
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,1.034660630631524,0.8629454134591591,-0.48608234637474457,-0.7441901717895127,0.892331988681717,0.40955921889378377,6,True,>= 5/6 indicators non-missing after min-year rule
OSS,,,,,,0.22584887752346508,-0.18459185833240443,0.8764113327782387,0.17944049457745492,-0.585629159546,5,True,>= 5/6 indicators non-missing after min-year rule
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,-1.9756236885304694,-1.3679444453917922,-1.1571763727674091,-1.1430609021915679,-1.876029126491652,-1.945435965466775,6,True,>= 5/6 indicators non-missing after min-year rule
PAN,Panama,Latin America & Caribbean ,High income,IBRD,0.11551783036068256,1.0497817566459384,-0.24216234054939617,0.040990335602349735,0.8326800590993683,,5,True,>= 5/6 indicators non-missing after min-year rule
PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD,-0.08383564604236783,0.43160346828900514,-0.6383652878067857,-0.47517190454321645,,0.5536787901961093,5,True,>= 5/6 indicators non-missing after min-year rule
PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,-0.43918898007222185,0.9247639431852114,-0.7787426771539303,-1.0382537547917903,,-0.04372306809616417,5,True,>= 5/6 indicators non-missing after min-year rule
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend,-1.8334022478432974,-2.298745066230468,-1.2178832752569302,-1.2228609827496073,,-1.696271704512986,5,True,>= 5/6 indicators non-missing after min-year rule
POL,Poland,Europe & Central Asia,High income,IBRD,0.6382767830071058,0.5943922632342781,0.3037356345072265,1.0412398958263436,,0.9352412382650945,5,True,>= 5/6 indicators non-missing after min-year rule
PRE,,,,,,-1.1990364285731072,-1.163210125082676,-1.3685672664920914,-1.2799432871832943,-1.7736629383112494,5,True,>= 5/6 indicators non-missing after min-year rule
